half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic
916,"ery in na
over our happiness. Its correct or incorrect solution ture, but that involved in the very existence of all
must ever regulate, as it now regulates, our rule of con- things; and that things being as they are, is no more
duct, our conceptions of right and wrong; must start wonderful, than it would be, if they were different.
us in the road of true or false inquiry, and either open That an analogous course of events or chain of causes
our minds to such a knowledge of the wonders work- and effects, takes place in morals as in physics: that
ing in and around us, as our senses and faculties can is to say, in examining those qualities, of the matter
attain, or close them for ever with the bands of super-composing our own bodies, which we call mind, we
tition, leaving us a prey to fear, the slaves of our can only trace a train of occurrences, in like manner
ungoverned imaginations, wondering and trembling at as we do in the external world; that our sensations,
every occurrence in nature, and making our own exis- thoughts, and emotions, are simply effects following
tence and destiny sources of dread and of misery. causes; and a series of consecutive phenomena, mu-
tually producing and produced.
DISCOURSE OF EPICURUS.
Extract from a Few Days in Athens.-Part II.-
By MISS FRANCES WRIGHT, as published in
Dublin.
""Error is most dangerous when we are not at liberty to discuss
it, otherwise, truth is her proper and sufficient enemy.""
·
""Ere we come to this important inquiry, it be-",1,0.9948227405548096,isis1832_njp-32101059455541-1746735414.txt,ery in na over our happiness its correct or incorrect solution ture but that involved in the very existence of all must ever regulate as it now regulates our rule of con things and that things being as they are is no more duct our conceptions of right and wrong must start wonderful than it would be if they were different us in the road of true or false inquiry and either open that an analogous course of events or chain of causes our minds to such a knowledge of the wonders work and effects takes place in morals as in physics that ing in and around us as our senses and faculties can is to say in examining those qualities of the matter attain or close them for ever with the bands of supercomposing our own bodies which we call mind we tition leaving us a prey to fear the slaves of our can only trace a train of occurrences in like manner ungoverned imaginations wondering and trembling at as we do in the external world that our sensations every occurrence in nature and making our own exis thoughts and emotions are simply effects following tence and destiny sources of dread and of misery causes and a series of consecutive phenomena mu tually producing and produced discourse of epicurus extract from a few days in athenspart ii by miss frances wright as published in dublin error is most dangerous when we are not at liberty to discuss it otherwise truth is her proper and sufficient enemy ere we come to this important inquiry it be,philosophy
917,"
hoves us to see that we come with willing minds; that
we say not, So far will we go and no farther; we
will make one step, but not two we will examine,
but only so long as the result of our examination shall
confirm our preconceived opinions.' In our search
after truth, we must equally discard presumption and
fear. We must come with our eyes and our ears, our
hearts and our understandings, open; anxious, not go
find ourselves right, but to discover what is right: as-
serting nothing which we cannot prove; believing no-
thing which we have not examined; and examining all
things fearlessly, dispassionately, perseveringly.
""When we have taken this view of things, observe
how all abstruse questions disappear; how all science
is simplified; all knowledge rendered easy and fami
liar to the mind! Once started in this only true road
of inquiry, every step we make is one in advance. To
whatever science we apply, that is, to whatever part of
matter, or to whichever of its qualities, we direct our
attention, we shall, in all probability, make important,
because true, discoveries. It is the philosophy of
nature in general, or any of those subdivisions of it,
which we call philosophy of mind, ethics, medicine,
astronomy, geometry, &c.; the moment we occupy
ourselves in observing and arranging in order the facts,
which are discovered in the course of observation, we
acquire positive knowledge, and may safely under-
take to develope it to others.
""In our preceding discourses, and, for such",1,0.9949354529380798,isis1832_njp-32101059455541-1746735414.txt,hoves us to see that we come with willing minds that we say not so far will we go and no farther we will make one step but not two we will examine but only so long as the result of our examination shall confirm our preconceived opinions in our search after truth we must equally discard presumption and fear we must come with our eyes and our ears our hearts and our understandings open anxious not go find ourselves right but to discover what is right as serting nothing which we cannot prove believing no thing which we have not examined and examining all things fearlessly dispassionately perseveringly when we have taken this view of things observe how all abstruse questions disappear how all science is simplified all knowledge rendered easy and fami liar to the mind once started in this only true road of inquiry every step we make is one in advance to whatever science we apply that is to whatever part of matter or to whichever of its qualities we direct our attention we shall in all probability make important because true discoveries it is the philosophy of nature in general or any of those subdivisions of it which we call philosophy of mind ethics medicine astronomy geometry c the moment we occupy ourselves in observing and arranging in order the facts which are discovered in the course of observation we acquire positive knowledge and may safely under take to develope it to others in our preceding discourses and for such,science
918," as have
not attended these, in our writings, we have endea-
voured to explain the real object of philosophical in-
quiry; we have directed you to the investigation of
nature, to all that you see of existences and occurrences ""The ascertaining the nature of existences, the
around you; and we have shown that, in these exis-order of occurrences, and the consequences of human
tences and occurrences, all that can be known, and all actions, constituting, therefore, the whole of know-
that there is to be known, must be sought and found. | ledge, what is there to prevent each and all of us from
We have exhorted you to use your eyes, and your extending our discoveries to the full limits prescribed
judgments, never your imaginations; to abstain from by the nature of our faculties and duration of our ex-
theory, and rest with facts; and to understand that in istence? What nobler employment can we invent?
the accumulation of facts, as regards the nature and what pleasure so pure, so little liable to disappoint-
properties of substances, the order of occurrences, ment? What is there to hold us back? What is
and the consequences of actions, lies the whole science there not to spur us forward? Does our ignorance start
of philosophy, physical and moral. We have seen, from the very simplicity of knowledge? Do we fear
in the course of our inquiry, that in matter itself exist to open our eyes lest we should see the light? Does
all causes and effects; that the eternal particles, com- the very t",1,0.9946805238723756,isis1832_njp-32101059455541-1746735414.txt,as have not attended these in our writings we have endea voured to explain the real object of philosophical in quiry we have directed you to the investigation of nature to all that you see of existences and occurrences the ascertaining the nature of existences the around you and we have shown that in these exisorder of occurrences and the consequences of human tences and occurrences all that can be known and all actions constituting therefore the whole of know that there is to be known must be sought and found ledge what is there to prevent each and all of us from we have exhorted you to use your eyes and your extending our discoveries to the full limits prescribed judgments never your imaginations to abstain from by the nature of our faculties and duration of our ex theory and rest with facts and to understand that in istence what nobler employment can we invent the accumulation of facts as regards the nature and what pleasure so pure so little liable to disappoint properties of substances the order of occurrences ment what is there to hold us back what is and the consequences of actions lies the whole science there not to spur us forward does our ignorance start of philosophy physical and moral we have seen from the very simplicity of knowledge do we fear in the course of our inquiry that in matter itself exist to open our eyes lest we should see the light does all causes and effects that the eternal particles com the very t,science
919,"ruth we seek alarm us in its attainment?
posing all substances, form the first and last links in the How is it that, placed in this world as on a theatre of
chain of occurrences, or as they have been called, of observation, surrounded by wonders and endowed with
cause and effect, at which we can arrive; that the faculties wherewith to scan these wonders, we know so
qualities, inherent in these particles, produce, or are little of what is, at dimagine so much of what is not!
followed by certain effects; that the changes, in posi- Other animals, to who man accounts himself supe


## p. 172 (#236) ############################################

172
THE
ISIS.
human virtue! which lies at the root of all the evil
and all the misery that pervade the world.
""Not hastily formed, still less hastily expressed,
has been the opinion you hear this day. A long train
of reflection led to the discarding of religion as an
error, a life of observation to the denouncing it as an
evil. In considering it as devoid of truth, I am but,
one of many. Few have looked deeply and steadily
into the nature of things, and not called in question
belief in existences unseen and causes unknown. But
while smiling at the credulity of their fellow-beings,
philosophers have thought reason good only for them-
selves. They have argued that religion, however child-
ish a chimera in itself, was useful in its tendencies
that, if it rested upon nothing, it supported all things;
that it was the stay of virtue, and the sou",1,0.9928649663925172,isis1832_njp-32101059455541-1746735414.txt,ruth we seek alarm us in its attainment posing all substances form the first and last links in the how is it that placed in this world as on a theatre of chain of occurrences or as they have been called of observation surrounded by wonders and endowed with cause and effect at which we can arrive that the faculties wherewith to scan these wonders we know so qualities inherent in these particles produce or are little of what is at dimagine so much of what is not followed by certain effects that the changes in posi other animals to who man accounts himself supe p 172 236 172 the isis human virtue which lies at the root of all the evil and all the misery that pervade the world not hastily formed still less hastily expressed has been the opinion you hear this day a long train of reflection led to the discarding of religion as an error a life of observation to the denouncing it as an evil in considering it as devoid of truth i am but one of many few have looked deeply and steadily into the nature of things and not called in question belief in existences unseen and causes unknown but while smiling at the credulity of their fellowbeings philosophers have thought reason good only for them selves they have argued that religion however child ish a chimera in itself was useful in its tendencies that if it rested upon nothing it supported all things that it was the stay of virtue and the sou,philosophy
923,"he existence of one god,
or of a million of gods; we see them not, we hear them
not, we feel them not. Unless they were submitted.
rior, exercise the faculties they possess, trust their
testimony, follow the impulses of their nature, and
enjoy the happiness of which they are capable. Man
alone, the most gifted of all known existences,
doubts the evidence of his superior senses, perverts the
nature and uses of his multiplied faculties, controls his
most innocent, as well as his noblest impulses, and turns
to poison all the sources of his happiness. To what
are we to trace this fatal error, this cruel self-martyr
dom, this perversion of things from their natural bent?
In the over-development of one faculty and neglect of
another, we must seek the cause. In the imagination,
that source of our most beautiful pleasures, when under
the control of judgment, we find the source of our
worst afflictions.
""We have named the leading error of the human
mind-the bane of human happiness-the perverter
of human virtue ! It is Religion that dark coinage
of trembling ignorance! It is Religion-that poisoner
of human felicity! It is Religion-that blind guide
of human reason! It is Religion that dethroner of


## p. 173 (#237) ############################################

THE
173
ISIS.
to our observation, were fashioned like unto us, had
similar desires, similar faculties, a similar organization,
how could their mode of existence afford a guide for
ours? As well should the butterfly take pattern ",1,0.995497465133667,isis1832_njp-32101059455541-1746735414.txt,he existence of one god or of a million of gods we see them not we hear them not we feel them not unless they were submitted rior exercise the faculties they possess trust their testimony follow the impulses of their nature and enjoy the happiness of which they are capable man alone the most gifted of all known existences doubts the evidence of his superior senses perverts the nature and uses of his multiplied faculties controls his most innocent as well as his noblest impulses and turns to poison all the sources of his happiness to what are we to trace this fatal error this cruel selfmartyr dom this perversion of things from their natural bent in the overdevelopment of one faculty and neglect of another we must seek the cause in the imagination that source of our most beautiful pleasures when under the control of judgment we find the source of our worst afflictions we have named the leading error of the human mindthe bane of human happinessthe perverter of human virtue it is religion that dark coinage of trembling ignorance it is religionthat poisoner of human felicity it is religionthat blind guide of human reason it is religion that dethroner of p 173 237 the 173 isis to our observation were fashioned like unto us had similar desires similar faculties a similar organization how could their mode of existence afford a guide for ours as well should the butterfly take pattern,religion
924,"from
the lion, or the lion from the eagle, as man from a god.
To say nothing of the inconsistency of the attributes,
with which all gods are decked, it is enough that none
of them are ours. We are men; they are gods. They
inhabit other worlds; we inhabit the earth. Let them
enjoy their felicity; and let us, my friends, seek ours.
""But it is not that religion is merely useless it is
is mischievous. It is mischievous, by its idle terrors;
it is mischievous, by its false morality; it is mischievous;
by its hypocrisy, by its fanaticism, by its dogmatism;
by its threats, by its hopes, by its promises. Consider
it under its mildest and most amiable form, it is still
mischievous; as inspiring false motives of action, as
holding the human mind in bondage, and diverting the
attention from things useful to things useless. The
essence of religion is fear, as its source is ignorance.
In a certain stage of human knowledge, the mind must,
of necessity; in its Ignorance of the properties of matter,
and its dark insight into the chain of phenomena arising
out of those properties-it must, of necessity, reason
falsely on every occurrence and existence in nature; it
must, of necessity, in the absence of fact, give the rein
to fancy, see a miracle in every uncommon event, and
imagine unseen agents as producing all that it beholds.
In proportion as the range of our observation is en-
larged, and that we learn to connect and arrange the
phenomena of nature, we curtail our list of miracles,
and the",1,0.9957097768783568,isis1832_njp-32101059455541-1746735414.txt,from the lion or the lion from the eagle as man from a god to say nothing of the inconsistency of the attributes with which all gods are decked it is enough that none of them are ours we are men they are gods they inhabit other worlds we inhabit the earth let them enjoy their felicity and let us my friends seek ours but it is not that religion is merely useless it is is mischievous it is mischievous by its idle terrors it is mischievous by its false morality it is mischievous by its hypocrisy by its fanaticism by its dogmatism by its threats by its hopes by its promises consider it under its mildest and most amiable form it is still mischievous as inspiring false motives of action as holding the human mind in bondage and diverting the attention from things useful to things useless the essence of religion is fear as its source is ignorance in a certain stage of human knowledge the mind must of necessity in its ignorance of the properties of matter and its dark insight into the chain of phenomena arising out of those propertiesit must of necessity reason falsely on every occurrence and existence in nature it must of necessity in the absence of fact give the rein to fancy see a miracle in every uncommon event and imagine unseen agents as producing all that it beholds in proportion as the range of our observation is en larged and that we learn to connect and arrange the phenomena of nature we curtail our list of miracles and the,religion
925," number of our supernatural agents. An eclipse
is alarming to the vulgar, as denoting the wrath of
offended deities; to the man of science it is a simple
occurrence, as easily traced to its cause as any of the
most familiar to our observation. The knowledge of
one generation is the ignorance of the next.
Our su-
perstitions decrease as our attainments multiply; and
the fervour of our religion declines; as we draw nearer
to the conclusion which destroys it entirely. That con-
clusion, based upon accumulated facts, is, as we have
seen, that matter alone is at once the thing acting, and
the thing acted upon; eternal in duration, infinitely
various and varying in appearance; never diminishing
in quantity, and always changing in form. Without
some knowledge of what is styled natural philosophy,
or physics, no individual can attain this conclusion.
And in a certain stage of that knowledge, more or less
advanced, according to the acuteness of the intellect,
it will be impossible for any individual, not mentally
obtuse, to shun that conclusion. This truth is one of in-
finite importance. The moment we consider the hostility
directed against what is called atheism, as the natural
result of deficient information, the mind must be diseased
which could resent that hostility. And perhaps a simple
statement of the truth would best lead to examination
of the subject, and to the conversion of mankind.
64
6
""
discarding prejudice and admitting truth, without fear
of consequences; acknowledgin",1,0.9954612851142884,isis1832_njp-32101059455541-1746735414.txt,number of our supernatural agents an eclipse is alarming to the vulgar as denoting the wrath of offended deities to the man of science it is a simple occurrence as easily traced to its cause as any of the most familiar to our observation the knowledge of one generation is the ignorance of the next our su perstitions decrease as our attainments multiply and the fervour of our religion declines as we draw nearer to the conclusion which destroys it entirely that con clusion based upon accumulated facts is as we have seen that matter alone is at once the thing acting and the thing acted upon eternal in duration infinitely various and varying in appearance never diminishing in quantity and always changing in form without some knowledge of what is styled natural philosophy or physics no individual can attain this conclusion and in a certain stage of that knowledge more or less advanced according to the acuteness of the intellect it will be impossible for any individual not mentally obtuse to shun that conclusion this truth is one of in finite importance the moment we consider the hostility directed against what is called atheism as the natural result of deficient information the mind must be diseased which could resent that hostility and perhaps a simple statement of the truth would best lead to examination of the subject and to the conversion of mankind 64 6 discarding prejudice and admitting truth without fear of consequences acknowledgin,philosophy
927," imperfec-
tions. Is he all-powerful?
Is he all-powerful? Perfect good or perfect
evil might exist. Is he all powerful and all good?
Perfeet good must exist. Of the sentient beings
comprised in the infinity of matter, I know but
those which I behold; I set no limits to the number
of those which I behold not, no bounds to their
power. One or many may have given direction to
the elementary atoms, and may have fashioned this
earth as the potter fashions his clay. Beings possess-
ing such power may exist, and may have exercised it.
All powerful still they are not; or, being so, they
are wicked: evil exists. I know not what may be;
but this my moral sense tells me CANNOT be,- -a
fashioner of the world I inhabit, in his nature all
good and all-powerful. I see yet another impossi-
bility: a fashioner of this world in his nature all
good and foreknowing. Granting the possibility of
the attributes, their united existence were an impos
sible supposition in the architect of our earth.
""
""Let us accord his goodness, the most pleasing
and valuable attribute. Your god is then the object
of our love and of our pity. Of our love, because,
being benevolent in his own nature, he must have
intended to produce happiness in forming ours: of
our pity, because we see that he has failed in his
intention. I cannot conceive a condition more un-
fortunate than that of a deity contemplating this
world of his creation. Is he the author of some,-
say, of much happiness? Of what untold misery
is he equally",1,0.9904304146766664,isis1832_njp-32101059455541-1746735414.txt,imperfec tions is he allpowerful is he allpowerful perfect good or perfect evil might exist is he all powerful and all good perfeet good must exist of the sentient beings comprised in the infinity of matter i know but those which i behold i set no limits to the number of those which i behold not no bounds to their power one or many may have given direction to the elementary atoms and may have fashioned this earth as the potter fashions his clay beings possess ing such power may exist and may have exercised it all powerful still they are not or being so they are wicked evil exists i know not what may be but this my moral sense tells me cannot be a fashioner of the world i inhabit in his nature all good and allpowerful i see yet another impossi bility a fashioner of this world in his nature all good and foreknowing granting the possibility of the attributes their united existence were an impos sible supposition in the architect of our earth let us accord his goodness the most pleasing and valuable attribute your god is then the object of our love and of our pity of our love because being benevolent in his own nature he must have intended to produce happiness in forming ours of our pity because we see that he has failed in his intention i cannot conceive a condition more un fortunate than that of a deity contemplating this world of his creation is he the author of some say of much happiness of what untold misery is he equally,religion
948,"ction of the
year or the sun. So that, physically, in the sacred
drama, for it originally was a sacred drama, or secret
mystery, and acted as such, than which, there was
never any other acting in Judea, if even that, Jesus,
as the sun, is correctly made to say: I am the re-
surrection and the life; he that believeth in me, though
he were dead, yet shall he live.""
15
Nothing that is really dead, whether it be animal,


## p. 179 (#243) ############################################

THE ISIS.
179
or whether it be vegetable, ever comes to life again.
Death, or dead animal or vegetable matter may nur-
ture life, but life, as an original, emanates from nothing
but life. Such is the extent of all present knowledge;
and it is not reasonable to suppose any lost knowledge
in physics, though allegory was a very bad means to
preserve it. Life, as far as it can be now traced, both
in animal and vegetable, is an electric action between
bodies, of which dead animal or vegetable matter is
not susceptible; therefore, resurrection of the same
animal or vegetable identity, after death, is physically
impossible; the same as to say, impossible to God;
for God is immutable, and never presumed to be able
to alter principles. Life may develope itself, so as to
proceed from one to another state of being, such as
we see in entomlogical changes, in animal life gene-
rally, and in vegetable life; but there is always a
remnant of identity connected with the same life, and
separation is never seen, excep",1,0.9959385395050048,isis1832_njp-32101059455541-1746735414.txt,ction of the year or the sun so that physically in the sacred drama for it originally was a sacred drama or secret mystery and acted as such than which there was never any other acting in judea if even that jesus as the sun is correctly made to say i am the re surrection and the life he that believeth in me though he were dead yet shall he live 15 nothing that is really dead whether it be animal p 179 243 the isis 179 or whether it be vegetable ever comes to life again death or dead animal or vegetable matter may nur ture life but life as an original emanates from nothing but life such is the extent of all present knowledge and it is not reasonable to suppose any lost knowledge in physics though allegory was a very bad means to preserve it life as far as it can be now traced both in animal and vegetable is an electric action between bodies of which dead animal or vegetable matter is not susceptible therefore resurrection of the same animal or vegetable identity after death is physically impossible the same as to say impossible to god for god is immutable and never presumed to be able to alter principles life may develope itself so as to proceed from one to another state of being such as we see in entomlogical changes in animal life gene rally and in vegetable life but there is always a remnant of identity connected with the same life and separation is never seen excep,resurrection
949,"t in the multiplication
of vermicular life, or in the ordinary increase of animal
production. The vulgar error of the idea of resurrec-
tion lies in the supposition that animal life is distinct,
separable, and independent of animal body, which is
not true in physics.
The moral view in which Jesus is to be seen as the
resurrection and the life, and the author of eternal life,
is, that knowledge may be created, but never dies; a
good sentiment, once expressed, is preserved amongst
mankind, even traditionally, which is the only tradi-
tional knowledge current, and that now recorded by
the art of printing. The ancients evidently sought a
preservation of their physical knowledge, or knowledge
of physics, in moral illustration, and reduced it to per-
sonal narrative, to dialogue, and to drama; preserving
the secret to the college, and making a deception for
the multitude, profitable to the college.
grant to others speedier resurrection and more life, than
I claim for myself; and so acquit myself of vanity,
as I also would wish to acquit myself of impiety or
profaneness.
Some errors, and more particularly some minds,
require to be startled or shocked into thought or
inquiry upon a current and common subject; others,
which are in all things inquisitive, may be smoothly
and mildly reasoned into a new view of that subject;
and in either case, the moral of the communication is
the same, which makes the principle of persecution
in any case pernicious. Every one to his taste of ne-
cessit",1,0.9955509901046752,isis1832_njp-32101059455541-1746735414.txt,t in the multiplication of vermicular life or in the ordinary increase of animal production the vulgar error of the idea of resurrec tion lies in the supposition that animal life is distinct separable and independent of animal body which is not true in physics the moral view in which jesus is to be seen as the resurrection and the life and the author of eternal life is that knowledge may be created but never dies a good sentiment once expressed is preserved amongst mankind even traditionally which is the only tradi tional knowledge current and that now recorded by the art of printing the ancients evidently sought a preservation of their physical knowledge or knowledge of physics in moral illustration and reduced it to per sonal narrative to dialogue and to drama preserving the secret to the college and making a deception for the multitude profitable to the college grant to others speedier resurrection and more life than i claim for myself and so acquit myself of vanity as i also would wish to acquit myself of impiety or profaneness some errors and more particularly some minds require to be startled or shocked into thought or inquiry upon a current and common subject others which are in all things inquisitive may be smoothly and mildly reasoned into a new view of that subject and in either case the moral of the communication is the same which makes the principle of persecution in any case pernicious every one to his taste of ne cessit,medicine
986,"Testaments, or two wills
of God: or as if there could be two sciences of society,
the one opposed to the other, like the principles of
good and evil; or if the word science could, by any
possible definition, have a double meaning; or as if
the word knowledge could have a double application
to the same principle. If there be a science of society,
it can be but one; and if the novelty be the science,
the antiquity must be the ignorance.
The word science is knowledge, comprehension, and,


## p. 188 (#252) ############################################

188
THE ISIS.
when applied to a noun-substantive, means perfect
acquaintance with the principle mentioned. The
science of society, therefore, means the constitution of
society as it should be, or in the best possible way of
promoting the happiness of all, or the greatest happi-
ness of the greatest number, We know that Robert
Owen promises happiness to all who shall act upon
his propositions; so that, when he uses the phrase,
science of society, he must mean a knowledge, by the
acting on which all may be made happy.
Society, in one sense, is merely a congregation of
human beings, as of any other animals. Society, in
another and an improved sense, is social advantage, or
an advantage gained by association; and the word
science added to it, expresses a knowledge of the prin-
ciples upon which it should be formed, in the superla-
tive rather than in the comparative degree.
Now the question, which I propose to consider here,
is, wheth",1,0.9920755624771118,isis1832_njp-32101059455541-1746735414.txt,testaments or two wills of god or as if there could be two sciences of society the one opposed to the other like the principles of good and evil or if the word science could by any possible definition have a double meaning or as if the word knowledge could have a double application to the same principle if there be a science of society it can be but one and if the novelty be the science the antiquity must be the ignorance the word science is knowledge comprehension and p 188 252 188 the isis when applied to a nounsubstantive means perfect acquaintance with the principle mentioned the science of society therefore means the constitution of society as it should be or in the best possible way of promoting the happiness of all or the greatest happi ness of the greatest number we know that robert owen promises happiness to all who shall act upon his propositions so that when he uses the phrase science of society he must mean a knowledge by the acting on which all may be made happy society in one sense is merely a congregation of human beings as of any other animals society in another and an improved sense is social advantage or an advantage gained by association and the word science added to it expresses a knowledge of the prin ciples upon which it should be formed in the superla tive rather than in the comparative degree now the question which i propose to consider here is wheth,society
999,".
ter.
Moore's Almanac, which is mentioned in the cor-
respondence, goes forth with the sanction of the go-
vemment, and under a fifteen-penny stamp, and we
have such a government as heeds not the source whence
revenue is drawn, so as it be not in assisting the en-
lightenment of the people. We shall have Moore's
Almanack as long as we have a law established
church; the one is as rational as the other; profit the
support of both.
I print the effusion of Mr. L., on the character of
the ancient Goddess, Isis; because it teaches
thing and ends well,
""The most common example of this class of Zoo-
some-phytes is the Gorgonia, a coral. Genus Vermes, called
tree coral.
""Incomparable Isis! The mother of waters, the
womb of nature, the vegetable, the animal, the god
of the ancients, the creator of all; how shall I address
you, how offer sacrifice the most acceptable at your
shrine?
""Isis, of the Egyptians, was, with Osiris, her brother,
Co-creator of the earth. Isis is depicted as a female
with many breasts; fruit hanging round her neck, em-
blematical of giving nourishment to all the earth; a
goddess of nature.
""Isis was the Venus of Cyprus, the Minerva of
Athens, the Cybele of the Phrygians, the Ceres of
Eleusis, the Proserpine of Sicily, the Diana of Crete,
the Bellona of the Romans, the Diana of Ephesus.
Isis has been represented under the form of a cow, the
partner of Osiris, the bull (Jupiter). The cow is
the most serviceable animal that is known, giving
nourishment to mankind w",1,0.9939985275268556,isis1832_njp-32101059455541-1746735414.txt,ter moores almanac which is mentioned in the cor respondence goes forth with the sanction of the go vemment and under a fifteenpenny stamp and we have such a government as heeds not the source whence revenue is drawn so as it be not in assisting the en lightenment of the people we shall have moores almanack as long as we have a law established church the one is as rational as the other profit the support of both i print the effusion of mr l on the character of the ancient goddess isis because it teaches thing and ends well the most common example of this class of zoo somephytes is the gorgonia a coral genus vermes called tree coral incomparable isis the mother of waters the womb of nature the vegetable the animal the god of the ancients the creator of all how shall i address you how offer sacrifice the most acceptable at your shrine isis of the egyptians was with osiris her brother cocreator of the earth isis is depicted as a female with many breasts fruit hanging round her neck em blematical of giving nourishment to all the earth a goddess of nature isis was the venus of cyprus the minerva of athens the cybele of the phrygians the ceres of eleusis the proserpine of sicily the diana of crete the bellona of the romans the diana of ephesus isis has been represented under the form of a cow the partner of osiris the bull jupiter the cow is the most serviceable animal that is known giving nourishment to mankind w,natural history
1000,"hen alive, and an article of
human food when dead. This class of animals are
serviceable in tilling the earth for the purpose of agri-
culture.
""Isis has been represented as the moon; Osiris as
the sun. She has been represented as a female bearing
a globe in one hand, and a bunch of corn in the other.
This is the most antient figure, and inscriptions under
her have been to this import: ""I am all that has been,
that shall be, and none among mortals has hitherto
taken off my veil."" Alluding to the mysteries of na-
ture. See the front of the Egyptian Hall, Piccadilly;
Our London Isis intends to take off her veil and
display nature to us in all its loveliness.
66
""Delectable Isis ! shall I address you as the mother
of waters, the first source of the richest river in the
world? From you our Thames issues into existence.*
The treasures of the earth are unlocked by the key
of Wiltshire, nourished by the proceeds from the churn
of Cirencester. As you proceed, the Cotswold hills
of Gloucestershire (fed by fogs and dews) give vigour
to your existence by the tributary streams which flow
over the Oolitish formation, (the egg, the Roestone
stratum of earth). The calcareous matter, which you
there receive, adds to your salubrity. The ovate form
of this considerable deposit of earths, calls forth an
idea, that you issue from the eggs of the earth. Eggs
only belong to the animal kingdom, you are the off-
spring of eggs; therefore, as the great astronomer
Kepler has called you the veins of th",1,0.9955599308013916,isis1832_njp-32101059455541-1746735414.txt,hen alive and an article of human food when dead this class of animals are serviceable in tilling the earth for the purpose of agri culture isis has been represented as the moon osiris as the sun she has been represented as a female bearing a globe in one hand and a bunch of corn in the other this is the most antient figure and inscriptions under her have been to this import i am all that has been that shall be and none among mortals has hitherto taken off my veil alluding to the mysteries of na ture see the front of the egyptian hall piccadilly our london isis intends to take off her veil and display nature to us in all its loveliness 66 delectable isis shall i address you as the mother of waters the first source of the richest river in the world from you our thames issues into existence the treasures of the earth are unlocked by the key of wiltshire nourished by the proceeds from the churn of cirencester as you proceed the cotswold hills of gloucestershire fed by fogs and dews give vigour to your existence by the tributary streams which flow over the oolitish formation the egg the roestone stratum of earth the calcareous matter which you there receive adds to your salubrity the ovate form of this considerable deposit of earths calls forth an idea that you issue from the eggs of the earth eggs only belong to the animal kingdom you are the off spring of eggs therefore as the great astronomer kepler has called you the veins of th,nature
1001,"e animal earth,
so let ye be the vital part of that earth. My logic
runs riot, and must address you in another strain.
""Shall I address you, O Isis, as a mere mass of
nerves, a monade, a commencement of animal life, a
polypifer, a link between the animal and the vegetable
creation? How diminutive you appear in this charac-
ter; yet, how interesting you are, although affixed to
a stone, not having locomotion, a life of nerves alone,
with a horny substance in the centre, giving the ap-
pearance of a tree, whilst the cortical part is evidently
life, and falls off on being removed out of the water.
The principle river changes its name from Thames to lais,
above Dorchester. The smaller stream is from Thame.
""Which ever way we turn, to the lowest, to the
highest of nature's works, we find plenty of food for
reflection, for inquiry, far above the ideal inquiries of
spiritual existences. O that man should debase him-
self with such maddening speculations.""
E. J. L.
Mr. Carlile desires me to say, that he did not notice
Eratosthenes, as quoted by E. B., not from any fear
of the argument to be there deduced; but because he
did not know the substance of the matter mentioned
by that author. Instead of referring to authors by
name, it will be better that E. B. quote the matter
from them, and it shall be fully noticed. I promise
to print every mention that can be produced of the
Jews, before the Christian era, the Bible and Apocry-
phal books excepted, if E. B. or any one will extract
it fo",1,0.996159017086029,isis1832_njp-32101059455541-1746735414.txt,e animal earth so let ye be the vital part of that earth my logic runs riot and must address you in another strain shall i address you o isis as a mere mass of nerves a monade a commencement of animal life a polypifer a link between the animal and the vegetable creation how diminutive you appear in this charac ter yet how interesting you are although affixed to a stone not having locomotion a life of nerves alone with a horny substance in the centre giving the ap pearance of a tree whilst the cortical part is evidently life and falls off on being removed out of the water the principle river changes its name from thames to lais above dorchester the smaller stream is from thame which ever way we turn to the lowest to the highest of natures works we find plenty of food for reflection for inquiry far above the ideal inquiries of spiritual existences o that man should debase him self with such maddening speculations e j l mr carlile desires me to say that he did not notice eratosthenes as quoted by e b not from any fear of the argument to be there deduced but because he did not know the substance of the matter mentioned by that author instead of referring to authors by name it will be better that e b quote the matter from them and it shall be fully noticed i promise to print every mention that can be produced of the jews before the christian era the bible and apocry phal books excepted if e b or any one will extract it fo,historical
