half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic,kw_shore,kw_ocean,kw_sea,kw_river,kw_lake,kw_pond,kw_stream,kw_creek,kw_wetland,kw_reservoir,kw_estuary,kw_gulf,kw_bay,kw_body_of_water,kw_bodies_of_water,keyword_count,keywords_found,document_link
1053,"and idle gossip of the fashionable card
or tea party, and the unmeaning and hypocritical for-
malities of the modern ball room.
Refreshments were provided in profusion, and the
arrangements in every department were admirably con-
trived and superintended. The company did not en-
tirely separate till two o'clock.
M. ARAGO ON COMETS.
•
(Continued from The Times of March 16.)
Here the Moon will serve as a point of comparison.
The moon causes the tides of the ocean: mathematically speak-
ing, the comet of 1811 ought to have produced analagous tides,
but, as no one observed any such tides, we must admit that they
did not amount to an appreciable quantity. But the height of a
tide is proportioned to the attractive power. We know that the
lunar tides are very great, and that the cometary tides (if any) are
insensible; hence, it is clear that the cometary action on the
earth bears no proportion to that of the moon; and as to any
calorific effects of the great comet of 1811, the most delicate in-
struments have not shown their existence. Can, then, the wine-
growers expect any results from the comet of 1832 ?
11. ON THE PHYSICAL CONSTRUCTION OF COMETS-THAT IS,
THEIR NEBULOSITY, NUCLEUS, AND TAIL.
I have before spoken of the nebulosity, or hair, of the nucleus,
and of the tail of a comet. I will now detail all that telescopes
have enabled us to discover of their parts.
Many comets have no visible tail, many have been seen without
any visible nucleus; but in no case have comets been see",1,0.9939695596694946,isis1832_njp-32101059455541-1746735414.txt,and idle gossip of the fashionable card or tea party and the unmeaning and hypocritical for malities of the modern ball room refreshments were provided in profusion and the arrangements in every department were admirably con trived and superintended the company did not en tirely separate till two oclock m arago on comets continued from the times of march 16 here the moon will serve as a point of comparison the moon causes the tides of the ocean mathematically speak ing the comet of 1811 ought to have produced analagous tides but as no one observed any such tides we must admit that they did not amount to an appreciable quantity but the height of a tide is proportioned to the attractive power we know that the lunar tides are very great and that the cometary tides if any are insensible hence it is clear that the cometary action on the earth bears no proportion to that of the moon and as to any calorific effects of the great comet of 1811 the most delicate in struments have not shown their existence can then the wine growers expect any results from the comet of 1832 11 on the physical construction of cometsthat is their nebulosity nucleus and tail i have before spoken of the nebulosity or hair of the nucleus and of the tail of a comet i will now detail all that telescopes have enabled us to discover of their parts many comets have no visible tail many have been seen without any visible nucleus but in no case have comets been see,astronomy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=2106&q1=ocean
1056,"e luminous ring is closed, or
complete only on the side next the sun, and forms only a semi-
circle. The two ends or horns of this semi-circle are the points
of departure from which emanates the tail.
OF THE NUCLEUS.
Comets often have nuclei resembling planets both in shape and
brilliancy. In general they are only small, but not always so.
The following is a table of the diameters of the nuclei of several
[This is more easily asserted than proved, and the very at-
tempt at illustration here made is fallacious. It is inferred, that,
because the moon does cause the tides of the ocean, and the
comet did not alter them, therefore, &c. It should first be proved
that the tides of the ocean are caused by the moon, before any
fair inference can be drawn, on that ground, of no cometary influence
on the earth. There is no better proof that the moon affects the
proved by those appearances. Attraction and repulsion, gravity
ocean of the earth, than similarity of appearances: nothing is
and contrary forces, are not philosophical accountings for pla
netary motions. ED.]


## p. 205 (#269) ############################################

THE ISIS.
205
vapours. They found this opinion on observations which I do
not think conclusive. The question is important: its solution
will declde, to a certain degree, the part we thay attribute to co-
mets in the revolutions of the physical world.
All comets in their courses traverse successively different
constellations. The region in which they move is m",1,0.993777632713318,isis1832_njp-32101059455541-1746735414.txt,e luminous ring is closed or complete only on the side next the sun and forms only a semi circle the two ends or horns of this semicircle are the points of departure from which emanates the tail of the nucleus comets often have nuclei resembling planets both in shape and brilliancy in general they are only small but not always so the following is a table of the diameters of the nuclei of several this is more easily asserted than proved and the very at tempt at illustration here made is fallacious it is inferred that because the moon does cause the tides of the ocean and the comet did not alter them therefore c it should first be proved that the tides of the ocean are caused by the moon before any fair inference can be drawn on that ground of no cometary influence on the earth there is no better proof that the moon affects the proved by those appearances attraction and repulsion gravity ocean of the earth than similarity of appearances nothing is and contrary forces are not philosophical accountings for pla netary motions ed p 205 269 the isis 205 vapours they found this opinion on observations which i do not think conclusive the question is important its solution will declde to a certain degree the part we thay attribute to co mets in the revolutions of the physical world all comets in their courses traverse successively different constellations the region in which they move is m,astronomy,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=2112&q1=ocean
1061," Pierre Apian as-
certained that the comet of 1531 carried its tail in every part of
its course, so as to have it always in a prolongation of the line
which joined the sun and the nucleus; but this principle has
been adopted too generally. It is true that for the most part the
tail is placed behind the comet, so as to stream out in a direction
opposed to the sun; but the line which joins those two luminaries
hardly ever corresponds with the axis of the til. Sometimes the
want of coincidence of these two lines is very great; indeed, in
some cases, the tail stands out at right angles from the line of
conjunction. In fact, it has been ascertained that the tail has
constantly an inclination towards the region which the comet has
left, as if, in its motion through a gaseous medium, the matter of
which the tail was formed had been more powerfully acted upon,
or resisted, than was experienced by the nucleus.
The tails become much larger, that is, wider, as they lengthen
out from the comet. In the middle of them is seen a dark band,
which divides them into two distinct, and often equal parts. An-
cient observers considered this band as the shadow of the body of
the comet. This explanation cannot be applied to the tails which
point towards the sun; perhaps we shall suit our hypothesis to
general appearances, if we suppose the tail to be a hollow cone,
which from well-known physical causes might be supposed to
present to us two exterior lines of light, separated by a space
comparativel",1,0.9933710098266602,isis1832_njp-32101059455541-1746735414.txt,pierre apian as certained that the comet of 1531 carried its tail in every part of its course so as to have it always in a prolongation of the line which joined the sun and the nucleus but this principle has been adopted too generally it is true that for the most part the tail is placed behind the comet so as to stream out in a direction opposed to the sun but the line which joins those two luminaries hardly ever corresponds with the axis of the til sometimes the want of coincidence of these two lines is very great indeed in some cases the tail stands out at right angles from the line of conjunction in fact it has been ascertained that the tail has constantly an inclination towards the region which the comet has left as if in its motion through a gaseous medium the matter of which the tail was formed had been more powerfully acted upon or resisted than was experienced by the nucleus the tails become much larger that is wider as they lengthen out from the comet in the middle of them is seen a dark band which divides them into two distinct and often equal parts an cient observers considered this band as the shadow of the body of the comet this explanation cannot be applied to the tails which point towards the sun perhaps we shall suit our hypothesis to general appearances if we suppose the tail to be a hollow cone which from wellknown physical causes might be supposed to present to us two exterior lines of light separated by a space comparativel,astronomy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,stream,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=2122&q1=stream
1088,"osed advantage
of being able to utter a paucity of ideas in two or more
languages. Words are but the signs of things, a token
in sounds; what we want is, the greatest possible amount
of knowledge of things. That is our God, a know-
ledge of the Lord; and we should strive to hasten the
time when it shall cover the earth, as the waters fill
the sea.
In what nobler light can I place the idea of God
before you, than that which is man's highest concep-
tion, the fountain of knowledge? Imagine the. Cre-
ator of all things, and you cannot imagine anything
higher than the power that is conscious of its own and
of all existence; the power that can compare and im-
prove, by arrangement, that can embellish nature by
art, and plan the means of its own happiness and im-
provement. Imagine the vastness, the apparent infi-
nity of the planetary systems, and all, in wonder, does
not equal animal life in its highest degrees. Man,
brief as is his span of life, is the God of the moral
world, and has everything to do for himself. Con-
cerning him, there is no other God; and that is the
sentiment of my text:—God is a spirit, and they that
worship him must worship him in spirit and in truth.
Truth is the principle of man's knowledge; worship
is the principle of his gratitude; and spirit the
principle of his nature; which makes up God and
the worship of God, the spirit and the truth. God is
the spirit of truth and our love of truth, and la-
bour to acquire knowledge, is our proper worship of
God.
:",1,0.9958670139312744,isis1832_njp-32101059455541-1746735414.txt,osed advantage of being able to utter a paucity of ideas in two or more languages words are but the signs of things a token in sounds what we want is the greatest possible amount of knowledge of things that is our god a know ledge of the lord and we should strive to hasten the time when it shall cover the earth as the waters fill the sea in what nobler light can i place the idea of god before you than that which is mans highest concep tion the fountain of knowledge imagine the cre ator of all things and you cannot imagine anything higher than the power that is conscious of its own and of all existence the power that can compare and im prove by arrangement that can embellish nature by art and plan the means of its own happiness and im provement imagine the vastness the apparent infi nity of the planetary systems and all in wonder does not equal animal life in its highest degrees man brief as is his span of life is the god of the moral world and has everything to do for himself con cerning him there is no other god and that is the sentiment of my textgod is a spirit and they that worship him must worship him in spirit and in truth truth is the principle of mans knowledge worship is the principle of his gratitude and spirit the principle of his nature which makes up god and the worship of god the spirit and the truth god is the spirit of truth and our love of truth and la bour to acquire knowledge is our proper worship of god,religion,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=2176&q1=sea
1107,"t; but man
dies, every animal dies, every vegetable dies, every
mineral returns to dust, and a planet itself may die,
for anything that is known to the contrary. We have
not yet seen a death or a birth in our family of planets,
though the Arcadians reported the birth of the moon ;
and some philosophers have thought it was expelled
from that great cavity which forms the Southern Pa-
cific Ocean of the earth,
The loves as well as the wars of the planets were
sung by the ancient poets; but whether they knew
more upon the subject than we now know is a ques-
tion.
Let us descend from the heavens and pray upon the
earth. This is our abiding place, our city not made
with hands, our tomb. It is here and here only, that
we live, and move, and have our being. Here is our
business; and if we neglect it even to speculate about
comets, we are fools. Life has its wants and is sus-
by some degree of industry and moral observance.
ceptible of pleasure. For these we have to provide
Death must come, the more sudden the better; but
let us live and be happy while we can.
Life is our
business; death should not be our concern,
Life is,
or may be, made a pleasure; death is not a pain. Life
for life, and leave death to provide for itself.
has wants; death has none; let us therefore provide
But man is a speculative animal; the only animal
that provides beyond a year; he is full of fancies and
is amused with dogmas; he craves to be that which
he cannot be, and feeds on the shadowy pleasures of
hope. H",1,0.9953861832618712,isis1832_njp-32101059455541-1746735414.txt,t but man dies every animal dies every vegetable dies every mineral returns to dust and a planet itself may die for anything that is known to the contrary we have not yet seen a death or a birth in our family of planets though the arcadians reported the birth of the moon and some philosophers have thought it was expelled from that great cavity which forms the southern pa cific ocean of the earth the loves as well as the wars of the planets were sung by the ancient poets but whether they knew more upon the subject than we now know is a ques tion let us descend from the heavens and pray upon the earth this is our abiding place our city not made with hands our tomb it is here and here only that we live and move and have our being here is our business and if we neglect it even to speculate about comets we are fools life has its wants and is sus by some degree of industry and moral observance ceptible of pleasure for these we have to provide death must come the more sudden the better but let us live and be happy while we can life is our business death should not be our concern life is or may be made a pleasure death is not a pain life for life and leave death to provide for itself has wants death has none let us therefore provide but man is a speculative animal the only animal that provides beyond a year he is full of fancies and is amused with dogmas he craves to be that which he cannot be and feeds on the shadowy pleasures of hope h,philosophy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=2214&q1=ocean
1226,"
there can be no reconstruction of that which is fully
destroyed. A similar thing may be produced, but the
same never.""
Knowledge gives to man the advantage of recording
his life, and thus a remembrance of it in others is pro-
longed; but this adds nothing to the length of indi-
vidual life. The beauty and fragrance of a rose pre-
serves to us a remembrance of the flower; but the
flower itself survives not its month, without some arti-
ficial aid. The best of men is but the flower of a few
years; but lo, he droopeth and dieth, his beauty pass-
eth away; and wonderful must he have been, to sur-
vive the memory of a century.
It is important that man should be divested of his


## p. 243 (#309) ############################################

THE ISIS.
243
conceit of eternal life; for it sets at nought the value of
all calculations for the welfare of that which is present.
While this is called a state of probation and prepara-
tion for that which is future; and more particularly,
while the idea of the necessary probation and prepara-
tion is superstitious; the present is neglected and man
denies himself justice. The stream of life is perverted
from its channel of usefulness and wastes itself on
sterile and marshy ground: producing fetid poisons
and unwholesome air, instead of nurturing the garden of
Eden and affording its share of labour and means to
keep the earth a perpetual paradise. Such are the
evils of superstition and of the false conceits about
eternal life. Here is the ga",1,0.9923897385597228,isis1832_njp-32101059455541-1746735414.txt,there can be no reconstruction of that which is fully destroyed a similar thing may be produced but the same never knowledge gives to man the advantage of recording his life and thus a remembrance of it in others is pro longed but this adds nothing to the length of indi vidual life the beauty and fragrance of a rose pre serves to us a remembrance of the flower but the flower itself survives not its month without some arti ficial aid the best of men is but the flower of a few years but lo he droopeth and dieth his beauty pass eth away and wonderful must he have been to sur vive the memory of a century it is important that man should be divested of his p 243 309 the isis 243 conceit of eternal life for it sets at nought the value of all calculations for the welfare of that which is present while this is called a state of probation and prepara tion for that which is future and more particularly while the idea of the necessary probation and prepara tion is superstitious the present is neglected and man denies himself justice the stream of life is perverted from its channel of usefulness and wastes itself on sterile and marshy ground producing fetid poisons and unwholesome air instead of nurturing the garden of eden and affording its share of labour and means to keep the earth a perpetual paradise such are the evils of superstition and of the false conceits about eternal life here is the ga,mortality,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,stream,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=2452&q1=stream
1540,"form
varieties, under all his multiplied appellations-each
has the right, all others possess the wrong. And where,
among these contradictory and confounding faiths, is
one whose ipse dixit truths are compounded of facts;
whose first premises are demonstrable to the human
eye, the human ear, the human touch; whose proofs
are sought and found in the nature of man and the na-
ture of things, and whose conclusions are sanctioned
by our own confirming sensations and assenting
reason?
No, my friends! we have seen that no religion
stands on the basis of things known; none bounds its
horizon within the field of human observation; and
therefore, as it can never present us with indisputable
facts, so must it ever be at once a source of error and
of contention.
If, then, that which we have followed for a true
light, be proved a meteor-if, instead of leading us
into safe and pleasant paths, it have enticed us into
swamps and quagmires-if, instead of informing the
mind, warming and gladdening the heart, it have
clouded and confounded the one, chilled and bruised
the other, are we then without a guide in the path of
life? Are our barks launched upon the ocean, with-
out rudder or compass? To these no star by which
to steer, no rule-directed skill wherewith to trim our
sails, and point an unerring course through the rocks
and whirlpools of our passions and appetites, and the
fogs and deceiving mirage of our deluding and deluded
imaginations. Wo to man, should the answer be a
negative! Wo to",1,0.9954519867897034,isis1832_njp-32101059455541-1746735414.txt,form varieties under all his multiplied appellationseach has the right all others possess the wrong and where among these contradictory and confounding faiths is one whose ipse dixit truths are compounded of facts whose first premises are demonstrable to the human eye the human ear the human touch whose proofs are sought and found in the nature of man and the na ture of things and whose conclusions are sanctioned by our own confirming sensations and assenting reason no my friends we have seen that no religion stands on the basis of things known none bounds its horizon within the field of human observation and therefore as it can never present us with indisputable facts so must it ever be at once a source of error and of contention if then that which we have followed for a true light be proved a meteorif instead of leading us into safe and pleasant paths it have enticed us into swamps and quagmiresif instead of informing the mind warming and gladdening the heart it have clouded and confounded the one chilled and bruised the other are we then without a guide in the path of life are our barks launched upon the ocean with out rudder or compass to these no star by which to steer no ruledirected skill wherewith to trim our sails and point an unerring course through the rocks and whirlpools of our passions and appetites and the fogs and deceiving mirage of our deluding and deluded imaginations wo to man should the answer be a negative wo to,natural history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3080&q1=ocean
1627,"g have been fledged. The finest
nests are the whitest, that is, those taken before the
nest has been rendered impure by the food and fæces
of the young birds. They are taken twice a-year, and,
to the caverns, will produce, very equally, the same
if regularly collected, and no unusual injury be offered
quantity, being very little, if at all, improved by the
caves being left altogether unmolested for a year or
two. Some of the caverns are extremely difficult of
access, and the nests can only be collected by per-
sons accustomed from their youth to the office. In
perpendicular descent of many hundred feet, by lad-
one place the caves are only to be approached by a
ders of bamboo and rattan, over a sea rolling violently
against the rocks. When the mouth of the cavern
is attained, the perilous office of taking the nest must
often be performed with torch light, by penetrating
into the recesses of the rock, where the slightest trip
nothing below them but the turbulent surf making its
would be instantly fatal to the adventurers, who see
way into the chasms of the rock.
CAPRICES OF THE HUMAN APPETITE.
We are
THE human being has been described as an animal
capable of suiting himself to every description of cli-
mate, ranging from the pole to the equator, and of
adapting his habits either to those of savage life, or
the highest state of refinement. His power of en-
during a temperature which would freeze the blood
of an alligator, or melt the body of a bear, is not
more remarkable than ",1,0.9952823519706726,isis1832_njp-32101059455541-1746735414.txt,g have been fledged the finest nests are the whitest that is those taken before the nest has been rendered impure by the food and fces of the young birds they are taken twice ayear and to the caverns will produce very equally the same if regularly collected and no unusual injury be offered quantity being very little if at all improved by the caves being left altogether unmolested for a year or two some of the caverns are extremely difficult of access and the nests can only be collected by per sons accustomed from their youth to the office in perpendicular descent of many hundred feet by lad one place the caves are only to be approached by a ders of bamboo and rattan over a sea rolling violently against the rocks when the mouth of the cavern is attained the perilous office of taking the nest must often be performed with torch light by penetrating into the recesses of the rock where the slightest trip nothing below them but the turbulent surf making its would be instantly fatal to the adventurers who see way into the chasms of the rock caprices of the human appetite we are the human being has been described as an animal capable of suiting himself to every description of cli mate ranging from the pole to the equator and of adapting his habits either to those of savage life or the highest state of refinement his power of en during a temperature which would freeze the blood of an alligator or melt the body of a bear is not more remarkable than,human nature,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3254&q1=sea
1761,"uch a supposition is quite gratuitous, but that is not its least
fault, for the supposition is not sufficient to explain the attendant
phenomena; for if the moon produces such great effects, as she
does, on the ocean, it is because her diurnal angular motion is not
considerable; it is because her distance from the earth scarcely
varies in many hours; it is because the moon corresponds verti-
cally with nearly the same points of the globe during a consider-
able space of time; it is because the fluid which she attracts has
always time to yield to her action, before she moves on to a re-
gion from which her force will operate in another direction. But
this was not the case with the comet of 1680; near the earth its
apparent angular motion across the constellations was extremely
rapid; in a few minutes this comet corresponded with a number
of points on different meridians of the earth placed at a great dis-
tance, the one from the other. As to the distance of the comet from
the earth in a straight line, that, no doubt, may have been very
small, but then this lasted only for a few minutes. These cir
cumstances taken together are very unfavourable for the produc-
tion of a very high tide. I am aware that to meet this difficulty
we have only to enlarge the comet, to make its mass no longer six
times that of the moon, but thirty or forty times; but I answer,
we have not this liberty as far as regards the comet of 1680, in
which year it passed very near the earth but, as in that year",1,0.993118405342102,isis1832_njp-32101059455541-1746735414.txt,uch a supposition is quite gratuitous but that is not its least fault for the supposition is not sufficient to explain the attendant phenomena for if the moon produces such great effects as she does on the ocean it is because her diurnal angular motion is not considerable it is because her distance from the earth scarcely varies in many hours it is because the moon corresponds verti cally with nearly the same points of the globe during a consider able space of time it is because the fluid which she attracts has always time to yield to her action before she moves on to a re gion from which her force will operate in another direction but this was not the case with the comet of 1680 near the earth its apparent angular motion across the constellations was extremely rapid in a few minutes this comet corresponded with a number of points on different meridians of the earth placed at a great dis tance the one from the other as to the distance of the comet from the earth in a straight line that no doubt may have been very small but then this lasted only for a few minutes these cir cumstances taken together are very unfavourable for the produc tion of a very high tide i am aware that to meet this difficulty we have only to enlarge the comet to make its mass no longer six times that of the moon but thirty or forty times but i answer we have not this liberty as far as regards the comet of 1680 in which year it passed very near the earth but as in that year,astronomy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3522&q1=ocean
1762," it
produced neither heavenly cataracts, nor internal tides, nor break-
ing up the great abyss; as moreover, neither its tail nor its head
of hair inundated us, we may confidently pronounce the theory of
Whiston to be a mere romance,-unless, abandoning the comet of
1680, we attribute the part it was to play, to another comet much
more considerable.
Let us suppose a solid body moving in a right line with a cer-
tain rapidity, and that an insurmountable obstacle shall be placed
suddenly, all at once on the route of his body, so as to stop it in-
stantly. Let this happen to our earth, the tangential rate of
translation of which is eight leagues in a second, and let this
effect be produced by a comet of sufficient mass, all bodies resting
on its surface, such as animated beings, our car iages, our furni-
ture, our utensils, all objects, in short, which are not fixed in
the ground, would fly towards that point of the earth on which the
comet had struck, with the rapidity which had been communi-
cated to them by the earth's motion-- that is, with a rapidity of
eight leagues per second! One may imagine, at once, what
would be the effect of such an event, when I state that a cannon-
ball of 24lb., even at its first departure from the mouth of the
gun, moves at only 1,200 feet in a second; in a word, every ani-
mated being would be annihilated in one instant!
As to the waters of the ocean, as they are moveable, and as
nothing binds them to the solid part of the earth, they would be
th",1,0.9941492080688475,isis1832_njp-32101059455541-1746735414.txt,it produced neither heavenly cataracts nor internal tides nor break ing up the great abyss as moreover neither its tail nor its head of hair inundated us we may confidently pronounce the theory of whiston to be a mere romanceunless abandoning the comet of 1680 we attribute the part it was to play to another comet much more considerable let us suppose a solid body moving in a right line with a cer tain rapidity and that an insurmountable obstacle shall be placed suddenly all at once on the route of his body so as to stop it in stantly let this happen to our earth the tangential rate of translation of which is eight leagues in a second and let this effect be produced by a comet of sufficient mass all bodies resting on its surface such as animated beings our car iages our furni ture our utensils all objects in short which are not fixed in the ground would fly towards that point of the earth on which the comet had struck with the rapidity which had been communi cated to them by the earths motion that is with a rapidity of eight leagues per second one may imagine at once what would be the effect of such an event when i state that a cannon ball of 24lb even at its first departure from the mouth of the gun moves at only 1200 feet in a second in a word every ani mated being would be annihilated in one instant as to the waters of the ocean as they are moveable and as nothing binds them to the solid part of the earth they would be th,discovery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3524&q1=ocean
1764,"enomena
which have been remarked by geologists, and the effects pro-
duced by cataclysms on our globe.
But let us suppose by the above, or by any other cometary in-
fluence, vast portions of the continents inundated, and lofty re-
gions buried under water, is it by a violent change such as this
that the marine deposits which have been discovered on moun-
tains have been placed there? These deposits are frequently
horizontal, very extensive, very thick, very regular. The varie-
gated shells, often very small, which compose these layers, often
preserve their projections, their most delicate points, their most
fragile parts. Every thing shows the impossibility of a violent
transportation-everything proves that the deposit has been made
quietly on the spot. What remains, then, to be said to explain
observed geological phenomena, without having recourse to a
violent usurpation of the ocean? We must come to the conclu-
sion that the mountains, as well as the elevated grounds which
from and
serve them as a base, have been pushed hem. In 1694, Hal-Delivered in New Harmony Hall, on the Fourth of
from
geologists.
Ceres, Pallas, Juno, and Vesta-are these the fragments of a
large planet which has been broken by the shock of a comet ?
Planetary astronomy has been enriched since the beginning of
the present century by the discovery of four new planets, which,
not being visible to the naked eye, were unknown to ancient
observers. The e stars have been called, Ceres, Pallas, Juno,
and Vesta.",1,0.9942544102668762,isis1832_njp-32101059455541-1746735414.txt,enomena which have been remarked by geologists and the effects pro duced by cataclysms on our globe but let us suppose by the above or by any other cometary in fluence vast portions of the continents inundated and lofty re gions buried under water is it by a violent change such as this that the marine deposits which have been discovered on moun tains have been placed there these deposits are frequently horizontal very extensive very thick very regular the varie gated shells often very small which compose these layers often preserve their projections their most delicate points their most fragile parts every thing shows the impossibility of a violent transportationeverything proves that the deposit has been made quietly on the spot what remains then to be said to explain observed geological phenomena without having recourse to a violent usurpation of the ocean we must come to the conclu sion that the mountains as well as the elevated grounds which from and serve them as a base have been pushed hem in 1694 haldelivered in new harmony hall on the fourth of from geologists ceres pallas juno and vestaare these the fragments of a large planet which has been broken by the shock of a comet planetary astronomy has been enriched since the beginning of the present century by the discovery of four new planets which not being visible to the naked eye were unknown to ancient observers the e stars have been called ceres pallas juno and vesta,planetary astronomy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3528&q1=ocean
1914,"s; we have laid bare the bowels of
the earth, disclosed their hidden treasures, and
brought to light the past phenomena of primeval
worlds; we have passed around our globe and ex-
plored its realms and climates through the scorching
tropics to the icy barrier of the poles; we have torn
the lightning from the clouds, and jewels from the
depths of the ocean; we have bowed the elements to
our will, and, appropriating and guiding their strength,
have achieved more than the fabled exploits of demi-
gods, or the miracles of prophets and saints-we have
in truth, in ingenuity, proved ourselves magicians, in
power all but god; yet is our knowledge only igno-
rance, and our wisdom that of babes, seeing that
while exploring the universe we have left unexplored
the human heart, and while mastering the earth we
have still to master ourselves.
Oh! let us not fear, that within the atmosphere of
our own world, in the powers and wants of our own
nature, and in the woes of human life, as originating
in human error, that we may not find a field of inquiry
more than sufficient to fill our time, enchain our
thoughts, and call into action every latent faculty and
feeling of our nature.
Let, then, morals, or the science of human life, as-
sume, among a people boasting themselves free, (and
free, rightly interpreted, would mean rational,) the
place of religion. Let us, instead of speculating and
disputing where we can discover nothing, observe and
inquire where we can discover everything.
Surely it ",1,0.9916467070579528,isis1832_njp-32101059455541-1746735414.txt,s we have laid bare the bowels of the earth disclosed their hidden treasures and brought to light the past phenomena of primeval worlds we have passed around our globe and ex plored its realms and climates through the scorching tropics to the icy barrier of the poles we have torn the lightning from the clouds and jewels from the depths of the ocean we have bowed the elements to our will and appropriating and guiding their strength have achieved more than the fabled exploits of demi gods or the miracles of prophets and saintswe have in truth in ingenuity proved ourselves magicians in power all but god yet is our knowledge only igno rance and our wisdom that of babes seeing that while exploring the universe we have left unexplored the human heart and while mastering the earth we have still to master ourselves oh let us not fear that within the atmosphere of our own world in the powers and wants of our own nature and in the woes of human life as originating in human error that we may not find a field of inquiry more than sufficient to fill our time enchain our thoughts and call into action every latent faculty and feeling of our nature let then morals or the science of human life as sume among a people boasting themselves free and free rightly interpreted would mean rational the place of religion let us instead of speculating and disputing where we can discover nothing observe and inquire where we can discover everything surely it,science,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3828&q1=ocean
1965," 1829, by Frances Wright.
THE present is an era of unparalleled interest to the
moral observer, i. e. to him who considers all occur-
rences with a view to their influence on human society.
The principle of change is in all nature, but the
principle of improvement is only (so far as observa-
tion has enabled us to ascertain) in the nature of man.
The scientific eye traces the convulsions of our
earth's solid sphere back, through millions of untold
generations, to eras lost in time, when animals of other
form from those which now move on its surface, ranged
from pole to pole, and (apparently in the absence of
man, whose organic remains seem of more recent ori-
gin) fed on another vegetable kingdom, or preyed on
each other as we now sce their successors. Or let us
observe what is passing around us in the field of exist-
ing nature: Each season brings its vicissitudes, each
passing instant its changes-in the herb, in the flower,
in the forest, in the mountain, in the jewel of the secret
mine; in the vast bed of the ocean-dividing conti-
nents, engulfing or revealing islands, approaching or
receding from its wonted boundaries, until the land-
marks of other days are no more guides to the traveller
or the mariner of these; in all the forms of matter,
whether gaseous, fluid, or solid, whether animate, or,
to our perception, inanimate; in every particle and
unit atom that fills its place, and exercises its agency,
through the endless succession of existence and dura-
tion of time. A",1,0.995844066143036,isis1832_njp-32101059455541-1746735414.txt,1829 by frances wright the present is an era of unparalleled interest to the moral observer i e to him who considers all occur rences with a view to their influence on human society the principle of change is in all nature but the principle of improvement is only so far as observa tion has enabled us to ascertain in the nature of man the scientific eye traces the convulsions of our earths solid sphere back through millions of untold generations to eras lost in time when animals of other form from those which now move on its surface ranged from pole to pole and apparently in the absence of man whose organic remains seem of more recent ori gin fed on another vegetable kingdom or preyed on each other as we now sce their successors or let us observe what is passing around us in the field of exist ing nature each season brings its vicissitudes each passing instant its changesin the herb in the flower in the forest in the mountain in the jewel of the secret mine in the vast bed of the oceandividing conti nents engulfing or revealing islands approaching or receding from its wonted boundaries until the land marks of other days are no more guides to the traveller or the mariner of these in all the forms of matter whether gaseous fluid or solid whether animate or to our perception inanimate in every particle and unit atom that fills its place and exercises its agency through the endless succession of existence and dura tion of time a,natural history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt?id=njp.32101059455541&seq=3930&q1=ocean
