half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic,kw_shore,kw_ocean,kw_sea,kw_river,kw_lake,kw_pond,kw_stream,kw_creek,kw_wetland,kw_reservoir,kw_estuary,kw_gulf,kw_bay,kw_body_of_water,kw_bodies_of_water,keyword_count,keywords_found,document_link
1982,"in to shoot out their buds unto the spring-so the hawk or heron
builds there nae mair-and you are willing, rather than the monarch o' the
wood should thus dee o' consumption, that axes should be laid to his root, and
pulleys fastened to his bole and branches, to rug him doon out o' that lang slaw
linger o' dwining death, till at last, wi' ae crash no unworthy o' him, doon he
comes-owerwhelming hunders o'sma' saplins, and inferior stannards, and alarm-
in' distant vales wi' the unaccountable thunder o' his fa'-no the less awfu' be-
cause lang expecket, and leavin' a gap that 'ill no be filled up for centuries-
perhaps never while the earth is the earth, and wi' a' its ither trees gangs
circlin' round the sun, who misses, as niest morning he rises in the east, the
lang-illumined Glory!
NORTH.
Better and better still, my dear James. The bold, bluff, sea-breeze-bronzed
Men of Kent, James, how their strong lungs must have crowed within their
broad bosoms, to see Sheil attempting to introduce on that stage the principal
part in the farce of the Fantoccini !
SHEPHERD.
Oh! the puppy!-Oh! the puppet!
NORTH.
A great soul in a small body-and I know some such-is a noble-yes, a
noble spectacle!—for there mind triumphs over matter, or, rather, dilates the
diminutive form into kindred majesty ;-or, what is most likely, the shape is
sunk, and we see, while we hear, only the soul.
SHEPHERD.
That's as true a word's ever was spoken, sir. As reasonably admire a great,
big, hulkin' fallow wi' a w",1,0.9910520911216736,blackwood_v24_1828_inu-30000080770807-1746739609.txt,in to shoot out their buds unto the springso the hawk or heron builds there nae mairand you are willing rather than the monarch o the wood should thus dee o consumption that axes should be laid to his root and pulleys fastened to his bole and branches to rug him doon out o that lang slaw linger o dwining death till at last wi ae crash no unworthy o him doon he comesowerwhelming hunders osma saplins and inferior stannards and alarm in distant vales wi the unaccountable thunder o his fano the less awfu be cause lang expecket and leavin a gap that ill no be filled up for centuries perhaps never while the earth is the earth and wi a its ither trees gangs circlin round the sun who misses as niest morning he rises in the east the langillumined glory north better and better still my dear james the bold bluff seabreezebronzed men of kent james how their strong lungs must have crowed within their broad bosoms to see sheil attempting to introduce on that stage the principal part in the farce of the fantoccini shepherd oh the puppyoh the puppet north a great soul in a small bodyand i know some suchis a nobleyes a noble spectaclefor there mind triumphs over matter or rather dilates the diminutive form into kindred majesty or what is most likely the shape is sunk and we see while we hear only the soul shepherd thats as true a words ever was spoken sir as reasonably admire a great big hulkin fallow wi a w,class conflict,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770807&q1=sea&sz=25&start=1&sort=seq&hl=true
2007," of
route which he laid down for himself,
in order to reach the mountain.
The forest was full of enormous
trees, of old prodigious growth, burst-
ing into wild gums, and rough all
over with parasitical plants and fungi
of every colour, like monstrous livers;
whilst up and down the trunks ran
strange painted birds, pecking into the
bark with their hard bills, and dotting
the still air with their multitudinous
little blows. Deeper from the engulf-
ed navel of the wood came the solita-
ry cries of more sequestered birds.
Onward went the wicked Captain,
slowly, and with little caution, be-
cause he never doubted that he should
easily find the mountain; but rough
and impervious thickets turned him
so oft, and so far aside, that gradually
he forgot his proposed track, and be
came quite bewildered. In this per-
plexity, he again climbed a high tree,
to discover the bearing of the hill;
but it was no longer to be seen. No
thing was before him and around him,
but a boundless expanse of tree-tops,
which, under a sky now darkened to
a twilight, began to moan and surge
like a sea. Descending in haste, he
tried to retrace his steps; but this it
was out of his power distinctly to do;
and he only went deeper into the
wood, which began to slope down
wards perceptibly. Darkness, in the
meantime, thickened among the trees,
which were seen standing far ben, as
in a dream, crooked in their trunks,
like the bodies of old men, and alto
gether unlike the trees of an upper
world. Every thing was omi",1,0.993544578552246,blackwood_v24_1828_inu-30000080770807-1746739609.txt,of route which he laid down for himself in order to reach the mountain the forest was full of enormous trees of old prodigious growth burst ing into wild gums and rough all over with parasitical plants and fungi of every colour like monstrous livers whilst up and down the trunks ran strange painted birds pecking into the bark with their hard bills and dotting the still air with their multitudinous little blows deeper from the engulf ed navel of the wood came the solita ry cries of more sequestered birds onward went the wicked captain slowly and with little caution be cause he never doubted that he should easily find the mountain but rough and impervious thickets turned him so oft and so far aside that gradually he forgot his proposed track and be came quite bewildered in this per plexity he again climbed a high tree to discover the bearing of the hill but it was no longer to be seen no thing was before him and around him but a boundless expanse of treetops which under a sky now darkened to a twilight began to moan and surge like a sea descending in haste he tried to retrace his steps but this it was out of his power distinctly to do and he only went deeper into the wood which began to slope down wards perceptibly darkness in the meantime thickened among the trees which were seen standing far ben as in a dream crooked in their trunks like the bodies of old men and alto gether unlike the trees of an upper world every thing was omi,natural history,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770807&q1=sea&sz=25&start=1&sort=seq&hl=true
1189,""" it is true—but subject to the
same doom-at last-that has smitten so soon and so sudden so many of the
meanest of Periodicals-Death-Burial-perhaps, in the event of another
General Deluge-Oblivion!
Politics, Poetry, Philosophy, Literature, Life-these are our themes-
all inexhaustible! At this hour they lie almost untouched. There have been
people seriously alarmed at the consumption of fuel. When all the coal in
the earth shall have been burned, the human race will perish of cold on the
cessation of cookery—the vital flame, too, will be extinct. No—not till they
have shewn that there is ""reason in the roasting of eggs"" on the twigs of
the last tree. There is also much peat. And who knows but that the “che-
mist's magic art"" may bring fire from Heaven, without the punishment of
Prometheus, and fill our grates with lustrous air, whose beauty shall burn
with fervent heat, till tales of smoky chimneys in popular tradition grow
dim and die, the last lingering relics of old wives' dreams!
Idler all fears lest the combustible strata of the soul should be consumed,
which the Genii who work Maga's will, dig from its subterraneous regions, for
fuel to the flame that burns for ever on her shrine. Many a many-mile-shaft
must they first send winding away with its hanging terraces, through rock-
ribbed columnar darkness, whose roof supports the booming sea. They have
the genius and the enginery-to explore-to penetrate-and to heave up the
concealed treasures of the deep""-the vasty deep-into",1,0.991037368774414,blackwood_v31_1832_inu-30000080770757-1746739669.txt,it is truebut subject to the same doomat lastthat has smitten so soon and so sudden so many of the meanest of periodicalsdeathburialperhaps in the event of another general delugeoblivion politics poetry philosophy literature lifethese are our themes all inexhaustible at this hour they lie almost untouched there have been people seriously alarmed at the consumption of fuel when all the coal in the earth shall have been burned the human race will perish of cold on the cessation of cookerythe vital flame too will be extinct nonot till they have shewn that there is reason in the roasting of eggs on the twigs of the last tree there is also much peat and who knows but that the che mists magic art may bring fire from heaven without the punishment of prometheus and fill our grates with lustrous air whose beauty shall burn with fervent heat till tales of smoky chimneys in popular tradition grow dim and die the last lingering relics of old wives dreams idler all fears lest the combustible strata of the soul should be consumed which the genii who work magas will dig from its subterraneous regions for fuel to the flame that burns for ever on her shrine many a manymileshaft must they first send winding away with its hanging terraces through rock ribbed columnar darkness whose roof supports the booming sea they have the genius and the engineryto exploreto penetrateand to heave up the concealed treasures of the deepthe vasty deepinto,exploration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=sea&sz=25&start=1&sort=seq&hl=true
1583,"e valley which lies between
these mountains resembles the bot-
tom of a sea, from which the waves
have long ago withdrawn: banks of
gravel, a dried bottom-rocks cover-
ed with salt, deserts of moving sand
here and there stunted arbutus
shrubs grow with difficulty on that
arid soil; their leaves are covered
with the salt which had nourished
their roots, while their bark has the
scent and taste of smoke. Instead
of villages, nothing but the ruins of
towers are to be seen. Through the
midst of the valley flows a disco-
loured stream, which seems to drag
its lazy course unwillingly towards
the lake. Its course is not to be dis-
cerned by the water, but by the wil
lows and shrubs which skirt its banks
the Arab conceals himself in these
thickets to waylay and rob the pil-
grim.
""Such are the places rendered fa-
mous by the maledictions of Heaven:
that river is the Jordan: that lake is
the Dead Sea. It appears with a se-
rene surface; but the guilty cities
which are embossomed in its waves
have poisoned its waters. Its soli-
tary abysses can sustain the life of
no living thing; no vessel ever
ploughed its bosom;-its shores are
without trees, without birds, with-
out verdure; its water frightfully
salt, is so heavy that the highest wind
can hardly raise it.
""In travelling in Judea, an extreme
feeling of ennui frequently seizes the
mind, from the sterile and monoto-
nous aspect of the objects which are
presented to the eye but when
journeying on through these pathless
deserts, the exp",1,0.9928247928619384,blackwood_v31_1832_inu-30000080770757-1746739669.txt,e valley which lies between these mountains resembles the bot tom of a sea from which the waves have long ago withdrawn banks of gravel a dried bottomrocks cover ed with salt deserts of moving sand here and there stunted arbutus shrubs grow with difficulty on that arid soil their leaves are covered with the salt which had nourished their roots while their bark has the scent and taste of smoke instead of villages nothing but the ruins of towers are to be seen through the midst of the valley flows a disco loured stream which seems to drag its lazy course unwillingly towards the lake its course is not to be dis cerned by the water but by the wil lows and shrubs which skirt its banks the arab conceals himself in these thickets to waylay and rob the pil grim such are the places rendered fa mous by the maledictions of heaven that river is the jordan that lake is the dead sea it appears with a se rene surface but the guilty cities which are embossomed in its waves have poisoned its waters its soli tary abysses can sustain the life of no living thing no vessel ever ploughed its bosomits shores are without trees without birds with out verdure its water frightfully salt is so heavy that the highest wind can hardly raise it in travelling in judea an extreme feeling of ennui frequently seizes the mind from the sterile and monoto nous aspect of the objects which are presented to the eye but when journeying on through these pathless deserts the exp,aridity,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,4,"sea, river, lake, stream",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=sea&sz=25&start=1&sort=seq&hl=true
1829,"h
Who rules them. Be it ours to meditate
In these calm shades thy milder majesty,
And to the beautiful order of thy works
Learn to conform the order of our lives!""
""Thanatopsis,"" ('tis a Greek com.
pound, English reader,) both in con-
ception and execution, is more origi-
nal; and we quote it entire, as a
noble example of true poetical en-
thusiasm. It alone would establish
the author's claim to the honours of
genius.
""To him who, in the love of Nature, holds
Communion with her visible forms, she speaks
A various language: for his gayer hours
She has a voice of gladness, and a smile
And eloquence of beauty; and she glides
Into his darker musings with a mild
And gentle sympathy, that steals away
Their sharpness ere he is aware.
Of the last bitter hour come like a blight
Over thy spirit, and sad images
When thoughts
Of the stern agony, and shroud, and pall,
And breathless darkness, and the narrow house,
Make thee to shudder and grow sick at heart-
Go forth under the open sky, and list
To Nature's teachings; while from all around-
Earth and her waters, and the depths of air-
Comes a still voice. Yet a few days, and thee
The all-beholding sun shall see no more
In all his course; nor yet in the cold ground
Where thy pale form was laid with many tears,
Nor in the embrace of ocean, shall exist
Thy image. Earth, that nourish'd thee, shall claim
Thy growth, to be resolved to earth again;
And, lost each human trace, surrendering up
Thine individual being, shalt thou go
To mix for ever ",1,0.9945025444030762,blackwood_v31_1832_inu-30000080770757-1746739669.txt,h who rules them be it ours to meditate in these calm shades thy milder majesty and to the beautiful order of thy works learn to conform the order of our lives thanatopsis tis a greek com pound english reader both in con ception and execution is more origi nal and we quote it entire as a noble example of true poetical en thusiasm it alone would establish the authors claim to the honours of genius to him who in the love of nature holds communion with her visible forms she speaks a various language for his gayer hours she has a voice of gladness and a smile and eloquence of beauty and she glides into his darker musings with a mild and gentle sympathy that steals away their sharpness ere he is aware of the last bitter hour come like a blight over thy spirit and sad images when thoughts of the stern agony and shroud and pall and breathless darkness and the narrow house make thee to shudder and grow sick at heart go forth under the open sky and list to natures teachings while from all around earth and her waters and the depths of air comes a still voice yet a few days and thee the allbeholding sun shall see no more in all his course nor yet in the cold ground where thy pale form was laid with many tears nor in the embrace of ocean shall exist thy image earth that nourishd thee shall claim thy growth to be resolved to earth again and lost each human trace surrendering up thine individual being shalt thou go to mix for ever,natural history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=ocean&sz=25&start=1&sort=seq&hl=true
1836,"s with
such poetry-for much of it is ex-
quisite; but is the scenery it paints
as American as the scenery of the
Task is English-and of the Seasons
Scottish? If it be-then there is
little difference between the charac-
ter of the Old World's aspect and
of the New. But we feel that there
is much difference-and that dis-
tinctive-while we are reading the
novels of Cooper.
Be this as it may, there are sprink-
led all over this volume felicitous
lines, and half lines, and epithets, that,
independently of the general fidelity
and feeling of his descriptions, shew
that Bryant has learned-
""To muse on nature with a poet's eye.""
Not a few such are to be seen in
the passages already quoted-and
here are some charming instances.
""Lodged in sunny cleft
Where the cold breezes come not, blooms
alone
The little wind-flower, whose just-opened
eye
Is blue as the spring heaven it gazes at,
Startling the loiterer in the naked groves
With unexpected beauty, for the time
Of blossoms and green leaves is yet afar.""
""Thou shalt look
Upon the green and rolling forest top,
And down into the secrets of the glens,
And streams that in their bordering
thickets strive
To hide their windings.""
""6
to lay thine ear
Over the dizzy depth, and hear the sound
Of winds, that struggle with the woods
below,
Borne up like ocean murmurs.""
And interrupted murmur of the bee,
Settling on the rich flowers, and then
""All is silent, save the faint
again
Instantly on the wing.""
""Lo! where the grassy meadow rung
in waves!""

",1,0.9904424548149108,blackwood_v31_1832_inu-30000080770757-1746739669.txt,s with such poetryfor much of it is ex quisite but is the scenery it paints as american as the scenery of the task is englishand of the seasons scottish if it bethen there is little difference between the charac ter of the old worlds aspect and of the new but we feel that there is much differenceand that dis tinctivewhile we are reading the novels of cooper be this as it may there are sprink led all over this volume felicitous lines and half lines and epithets that independently of the general fidelity and feeling of his descriptions shew that bryant has learned to muse on nature with a poets eye not a few such are to be seen in the passages already quotedand here are some charming instances lodged in sunny cleft where the cold breezes come not blooms alone the little windflower whose justopened eye is blue as the spring heaven it gazes at startling the loiterer in the naked groves with unexpected beauty for the time of blossoms and green leaves is yet afar thou shalt look upon the green and rolling forest top and down into the secrets of the glens and streams that in their bordering thickets strive to hide their windings 6 to lay thine ear over the dizzy depth and hear the sound of winds that struggle with the woods below borne up like ocean murmurs and interrupted murmur of the bee settling on the rich flowers and then all is silent save the faint again instantly on the wing lo where the grassy meadow rung in waves,nature,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=ocean&sz=25&start=1&sort=seq&hl=true
1950," more than once catched a rainbow; one, in parti-
cular, that appeared to arch half the Highlands. By a dexterous counter-
march, I cut it off from the sea, and turned it, towards the evening, into
Glenco. I caught it on the cliff, and by the clutch disturbed a sleeping
eagle, who, with a crash of wings, had nearly driven me into that black
pool-before, with a calm sugh majestically oversailing the woods of Bal-
lehulish, he vanished in the sunset beyond the rim of the sea.
NORTH.
Tim!-But these surely are a small portion of human kind. And even
to these, if the whole play and power of their minds could be discovered and
analyzed, it would appear that though brighter objects which have captiva-
ted their imagination, are of this nature, unrealized, and leading them on
with all illusion of hope, yet that to them too, in subordinate forms, and in
the continual process of life, Hope serves as a spring of energy, not by its
delusive and distant allurements, but by constant anticipations constantly
realized. For in the vain pursuit of one great unattainable object, how
many thousand subordinate objects, my dear boy, are attained! each of
them inspiring the spirit with its own delight! Is it not so?
I am sure it is so, sir.
YOUNG GENTLEMAN.
NORTH.
It is of importance, Henry, to know this-that you may not regard this
glorious principle in one of its aspects only, as the child of Imagination and
Passion, when it shews to the soul dazzling possibilities, and calls on the
human being w",1,0.994017481803894,blackwood_v31_1832_inu-30000080770757-1746739669.txt,more than once catched a rainbow one in parti cular that appeared to arch half the highlands by a dexterous counter march i cut it off from the sea and turned it towards the evening into glenco i caught it on the cliff and by the clutch disturbed a sleeping eagle who with a crash of wings had nearly driven me into that black poolbefore with a calm sugh majestically oversailing the woods of bal lehulish he vanished in the sunset beyond the rim of the sea north timbut these surely are a small portion of human kind and even to these if the whole play and power of their minds could be discovered and analyzed it would appear that though brighter objects which have captiva ted their imagination are of this nature unrealized and leading them on with all illusion of hope yet that to them too in subordinate forms and in the continual process of life hope serves as a spring of energy not by its delusive and distant allurements but by constant anticipations constantly realized for in the vain pursuit of one great unattainable object how many thousand subordinate objects my dear boy are attained each of them inspiring the spirit with its own delight is it not so i am sure it is so sir young gentleman north it is of importance henry to know thisthat you may not regard this glorious principle in one of its aspects only as the child of imagination and passion when it shews to the soul dazzling possibilities and calls on the human being w,science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=sea&sz=25&start=1&sort=seq&hl=true
1990,"of the peasant and the beg-
gar.
That race is extinct.
TICKLER,
YOUNG GENTLEMAN.
He heard himself the voice that thundered in the ears of his audience;
the fervour of passion which was pouring forth in the sound, urged on and
bore along his own spirit-the-
TICKLER.
Stop-pull up-hold fast. All that and much more applies to extempo-
raneous eloquence-but not to MSS., much less to printed sermons-or to
discourses got by heart and spouted forth by a hypocrite, not ashamed by
assumed fervour to swindle you into a belief that all his sedulously got
up paragraphs are sudden inspiration.
NORTH.
I would have the great minds among us, and there must be many, study
more profoundly the laws of thought and feeling.
YOUNG GENTLEMAN.
Of all studies, sir, surely the most ennobling! Higher far such science
than those that deal with mere matter-but, alas! more difficult far, as is seen
in the results, sir. The mind is as great a mystery now as it was to Plato.
Or Pythagoras.
TICKLER.
NORTH.
To the observer of Physical Science, it may be said truly, the subject is
uniform and constant. Gold, iron, are the same metals now and hereto-
fore-here and in every place. The races of living nature have continued
unchanged. The growth of every plant is a constant process. Every spring
brings the same blossoms-every autumn the same fruit. The same air
breathes-the same showers fall-the same ocean rolls to all nations
through all time. The stars keep their place, and the planets their motion,
and astronomy",1,0.9957149028778076,blackwood_v31_1832_inu-30000080770757-1746739669.txt,of the peasant and the beg gar that race is extinct tickler young gentleman he heard himself the voice that thundered in the ears of his audience the fervour of passion which was pouring forth in the sound urged on and bore along his own spiritthe tickler stoppull uphold fast all that and much more applies to extempo raneous eloquencebut not to mss much less to printed sermonsor to discourses got by heart and spouted forth by a hypocrite not ashamed by assumed fervour to swindle you into a belief that all his sedulously got up paragraphs are sudden inspiration north i would have the great minds among us and there must be many study more profoundly the laws of thought and feeling young gentleman of all studies sir surely the most ennobling higher far such science than those that deal with mere matterbut alas more difficult far as is seen in the results sir the mind is as great a mystery now as it was to plato or pythagoras tickler north to the observer of physical science it may be said truly the subject is uniform and constant gold iron are the same metals now and hereto forehere and in every place the races of living nature have continued unchanged the growth of every plant is a constant process every spring brings the same blossomsevery autumn the same fruit the same air breathesthe same showers fallthe same ocean rolls to all nations through all time the stars keep their place and the planets their motion and astronomy,natural history,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=ocean&sz=25&start=1&sort=seq&hl=true
2023,"on as he sees Blue Peter;
and is off in the gig,
While bending back, away they pull,
With measured strokes most beautiful-
There goes the Commodore!
""Our author having the secret of
the transmigration of the soul,""
passes, like Indur, into the bodies of
various animals, and
Three will I mention dearer than the
rest,
the Swan, the Grashopper, and the
Owl. The Swan is dying; and as
we remember hearing Hartley Cole-
ridge praise the lines, they must be
fine; though their full meaning be
to us like the moon ""hid in her va-
cant interlunar cave."" But Hartley,
who is like the river Wye, a wan-
derer through the woods, is aye
haunted with visions of the beauti-
ful; and let Alfred console himself
by that reflection, for the absent sym-
pathy of Christopher. As for the
Grashopper, Alfred, in that green
grig, is for a while merry as a crick-
et, and chirps and chirrups, though
with less meaning, with more mono-
tony, than that hearth-loving insect,
who is never so happy, you know,
as when in the neighbourhood of a
baker's oven. He says to himself
as Tithon, though he disclaims that
patronymic,
Thou art a mailed warrior, in youth and
strength complete.
a line liable to two faults; first, ab-
surdity, and, second, theft; for the
mind is unprepared for the exagge
ration of a grashopper into a Tem-
plar; and Wordsworth, looking at a
beetle through the wonder-working
glass of a wizard, beheld
A mailed angel on a battle-day.
Wordsworth, and pursues the knight,
But Tennyson out-Wordsworths
s",1,0.9939824938774108,blackwood_v31_1832_inu-30000080770757-1746739669.txt,on as he sees blue peter and is off in the gig while bending back away they pull with measured strokes most beautiful there goes the commodore our author having the secret of the transmigration of the soul passes like indur into the bodies of various animals and three will i mention dearer than the rest the swan the grashopper and the owl the swan is dying and as we remember hearing hartley cole ridge praise the lines they must be fine though their full meaning be to us like the moon hid in her va cant interlunar cave but hartley who is like the river wye a wan derer through the woods is aye haunted with visions of the beauti ful and let alfred console himself by that reflection for the absent sym pathy of christopher as for the grashopper alfred in that green grig is for a while merry as a crick et and chirps and chirrups though with less meaning with more mono tony than that hearthloving insect who is never so happy you know as when in the neighbourhood of a bakers oven he says to himself as tithon though he disclaims that patronymic thou art a mailed warrior in youth and strength complete a line liable to two faults first ab surdity and second theft for the mind is unprepared for the exagge ration of a grashopper into a tem plar and wordsworth looking at a beetle through the wonderworking glass of a wizard beheld a mailed angel on a battleday wordsworth and pursues the knight but tennyson outwordsworths s,narrative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,river,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=river&sz=25&start=1&sort=seq&hl=true
2025,"t, mercy on us! Alfred becomes
a-Kraken! Leviathan, ""wallowing
unwieldy, enormous in his gait,"" he
despises, as we would a minnow;
his huge ambition will not suffer him
to be ""very like a whale;"" he must
-Kraken. And such a Kraken,
too, as would have astounded Pon-
toppidan.
be a-
THE KRAKEN.
Below the thunders of the upper deep,
Far, far beneath in the abysmal sea,
His ancient, dreamless, uninvaded sleep,
The Kraken sleepeth: faintest sunlights flee
About his shadowy sides: above him swell
Huge sponges of millennial growth and
height;
And far away into the sickly light,
From many a wondrous grot and secret cell
Unnumbered and enormous polypi
Winnow with giant fins the slumbering
green.
There hath he lain for ages, and will lie,
Battening upon huge seaworms in his sleep,
Until the latter fire shall heat the deep;
Then once by man and angels to be seen,
In roaring he shall rise and on the surface
die.
The gentle reader who under-
stands that sonnet, will perhaps have
the goodness to interpret for us the
following oracular sentence, which
from childhood has been to us a
great mystery."" An old horse came
in to be shaved; curse you, where's
the suds? The estate was entailed to
male heirs; and poor Mrs Molly lost
all her apple-dumplings.""
Thin as is this volume we are now
reviewing, and sparse the letterpress
on its tiny pages, 'twould yet be easy
to extract from it much more un-
meaningness; but having shewn by
gentle chastisement that we love Al-
fred Tennyson, let us now shew b",1,0.9900512099266052,blackwood_v31_1832_inu-30000080770757-1746739669.txt,t mercy on us alfred becomes akraken leviathan wallowing unwieldy enormous in his gait he despises as we would a minnow his huge ambition will not suffer him to be very like a whale he must kraken and such a kraken too as would have astounded pon toppidan be a the kraken below the thunders of the upper deep far far beneath in the abysmal sea his ancient dreamless uninvaded sleep the kraken sleepeth faintest sunlights flee about his shadowy sides above him swell huge sponges of millennial growth and height and far away into the sickly light from many a wondrous grot and secret cell unnumbered and enormous polypi winnow with giant fins the slumbering green there hath he lain for ages and will lie battening upon huge seaworms in his sleep until the latter fire shall heat the deep then once by man and angels to be seen in roaring he shall rise and on the surface die the gentle reader who under stands that sonnet will perhaps have the goodness to interpret for us the following oracular sentence which from childhood has been to us a great mystery an old horse came in to be shaved curse you wheres the suds the estate was entailed to male heirs and poor mrs molly lost all her appledumplings thin as is this volume we are now reviewing and sparse the letterpress on its tiny pages twould yet be easy to extract from it much more un meaningness but having shewn by gentle chastisement that we love al fred tennyson let us now shew b,biology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=sea&sz=25&start=1&sort=seq&hl=true
2323,"ach other as leaves on
bustle, and the quaker-like dulness,
a tree, the utter absence of life and
coldness, and insipidity of the inha-
bitants
Then their empty claims to
science, their great men of whom
nobody ever heard, and their eternal
water-works, the praises of which
are never-ending, still beginning.
We trust no English traveller will
ever visit them; and should any one
dare to indulge in a description
of their miraculous mechanism, wę


## p. 843 (#863) ############################################

1832.]
843
Domestic Manners of the Americans.
promise, on the honour of an editor,
to cut up his book, without mercy,
in this our magazine.
On the offensive and brutal cus-
tom of spitting, Mrs Trollope is very
eloquent. There can be no distinc-
tion of ranks in a country where a
habit so filthy is even tolerated.
Spitting is your true leveller; it re-
duces high and low, rich and poor,
educated and uneducated, to the
same equality of degradation. No
traveller can be expected to smother
his disgust and abhorrence at a prac-
tice, which, from the moment of his
arrival in the United States to that
of his departure, is continually ob-
truded on his observation. An Ame-
rican may be philosophically distin-
guished as a spitting biped. He spits
from the cradle to the grave, at all
times, in all places, in all circum-
stances, in youth and in age, in health
and in sickness, in joy and in sor-
row, in prosperity and adversity, at
sea and on land, in storm and in
calm, on foot an",1,0.9903557300567628,blackwood_v31_1832_inu-30000080770757-1746739669.txt,ach other as leaves on bustle and the quakerlike dulness a tree the utter absence of life and coldness and insipidity of the inha bitants then their empty claims to science their great men of whom nobody ever heard and their eternal waterworks the praises of which are neverending still beginning we trust no english traveller will ever visit them and should any one dare to indulge in a description of their miraculous mechanism w p 843 863 1832 843 domestic manners of the americans promise on the honour of an editor to cut up his book without mercy in this our magazine on the offensive and brutal cus tom of spitting mrs trollope is very eloquent there can be no distinc tion of ranks in a country where a habit so filthy is even tolerated spitting is your true leveller it re duces high and low rich and poor educated and uneducated to the same equality of degradation no traveller can be expected to smother his disgust and abhorrence at a prac tice which from the moment of his arrival in the united states to that of his departure is continually ob truded on his observation an ame rican may be philosophically distin guished as a spitting biped he spits from the cradle to the grave at all times in all places in all circum stances in youth and in age in health and in sickness in joy and in sor row in prosperity and adversity at sea and on land in storm and in calm on foot an,spitting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=sea&sz=25&start=1&sort=seq&hl=true
2334,"of Ameri-
ca is bestowed by the canvass-back
duck. These exquisite birds are
found only in Chesapeake Bay and
the neighbouring waters. In regard
to their natural history, ornithologists
differ, some asserting that the can-
vass-back is a distinct variety of the
duck, others that it is indebted for
its delicious peculiarities solely to
the nature of the food in which the
Chesapeake abounds. Non nostrum
est, tantas componere lites. We ne-
ver saw the bird until divested of
its plumage, and subjected to a ro-
tatory motion of fifteen minutes be-
fore the kitchen fire. But in that
state we feel we should be guilty of
gross injustice, were we to compare
its merits as an esculent with those
of any other of the feathered tribe,
which wing the upper or nether at-
mosphere, or float upon the surface
of the deep. No. The canvass-back
stands alone, in proud and unap-
proached pre-eminence. It is
13
""Like to a star, when only one
Is shining in the sky.'
And never surely did created sub-
stance float so meltingly in the mouth,
or leave an impression on the pa-
late so luxurious and imperishable.
The occasion when he first received
this new and exquisite sense of
the beneficence of nature forms
an era in the life of every Ame-
rican traveller. The place, the day,
the hour, nay the very minute, re-
main for ever imprinted on his me
mory. It will form a lasting point
for reference and comparison. It
will mingle unbidden with all his
enlarge and elevate his views of the
sympathies and affecti",1,0.9948837757110596,blackwood_v31_1832_inu-30000080770757-1746739669.txt,of ameri ca is bestowed by the canvassback duck these exquisite birds are found only in chesapeake bay and the neighbouring waters in regard to their natural history ornithologists differ some asserting that the can vassback is a distinct variety of the duck others that it is indebted for its delicious peculiarities solely to the nature of the food in which the chesapeake abounds non nostrum est tantas componere lites we ne ver saw the bird until divested of its plumage and subjected to a ro tatory motion of fifteen minutes be fore the kitchen fire but in that state we feel we should be guilty of gross injustice were we to compare its merits as an esculent with those of any other of the feathered tribe which wing the upper or nether at mosphere or float upon the surface of the deep no the canvassback stands alone in proud and unap proached preeminence it is 13 like to a star when only one is shining in the sky and never surely did created sub stance float so meltingly in the mouth or leave an impression on the pa late so luxurious and imperishable the occasion when he first received this new and exquisite sense of the beneficence of nature forms an era in the life of every ame rican traveller the place the day the hour nay the very minute re main for ever imprinted on his me mory it will form a lasting point for reference and comparison it will mingle unbidden with all his enlarge and elevate his views of the sympathies and affecti,natural history,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,bay,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080770757&q1=bay&sz=25&start=1&sort=seq&hl=true
