half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic,kw_shore,kw_ocean,kw_sea,kw_river,kw_lake,kw_pond,kw_stream,kw_creek,kw_wetland,kw_reservoir,kw_estuary,kw_gulf,kw_bay,kw_body_of_water,kw_bodies_of_water,keyword_count,keywords_found,document_link,collection
49,"what depth, what
expanse, lay before me! How singular,
too, that while the grandeur of the
land arises from bold irregularity and
incessant change of aspect, from the
endless variety of forest, vale, and
mountain; the same effect should be
produced on the ocean by an absence
of all irregularity and all change! A
simple, level horizon, perfectly un-
broken, a line of almost complete uni-
formity, compose a grandeur that im-
presses and fills the soul as powerfully
as the most cloud- piercing Alp, or the
Andes clothed with thunder.
This was the ocean in calm; but
how glorious, too, in tempest! The
storm that sweeps the land is simply
a destroyer or a renovator; it smites
the surface, and is gone. But the
ocean is the seat of its power, the
scene of its majesty, the element in
which it sports, lives, and rules-pene-
trating to its depths, rolling its surface
in thunder on the shore-changing its
whole motion, its aspect, its uses, and,
grand as it is in its serenity, giving
it another and a more awful grandeur
in its convulsion. Then, how strangely,
yet how admirably, does it fulfil its
great human object! Its depth and
extent seem to render it the very ele-
ment of separation; all the armies of
the earth might be swallowed up be-
tween the shores of the Channel. Yet
it is this element which actually com-
bines the remotest regions of the
earth. Divisions and barriers are
essential to the protection of kingdoms
from each other; yet what height of
mountain range, or what depth of ",1,0.9936848878860474,blackwood_v54_1843_inu-30000080771417-1746739784.txt,what depth what expanse lay before me how singular too that while the grandeur of the land arises from bold irregularity and incessant change of aspect from the endless variety of forest vale and mountain the same effect should be produced on the ocean by an absence of all irregularity and all change a simple level horizon perfectly un broken a line of almost complete uni formity compose a grandeur that im presses and fills the soul as powerfully as the most cloud piercing alp or the andes clothed with thunder this was the ocean in calm but how glorious too in tempest the storm that sweeps the land is simply a destroyer or a renovator it smites the surface and is gone but the ocean is the seat of its power the scene of its majesty the element in which it sports lives and rulespene trating to its depths rolling its surface in thunder on the shorechanging its whole motion its aspect its uses and grand as it is in its serenity giving it another and a more awful grandeur in its convulsion then how strangely yet how admirably does it fulfil its great human object its depth and extent seem to render it the very ele ment of separation all the armies of the earth might be swallowed up be tween the shores of the channel yet it is this element which actually com bines the remotest regions of the earth divisions and barriers are essential to the protection of kingdoms from each other yet what height of mountain range or what depth of,oceanography,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"shore, ocean",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=ocean&sz=25&start=1&sort=seq&hl=true,blackwood
245,"iew, and one which abounds with
practical information regarding the
bolder branches of the ""gentle art.""
Mr Scrope conveys to us, in an agree-
able and lively manner, the results of
his more than twenty years' experience
as an angler in our great border river;
and having now successfully illustrat-
ed, both with pen and pencil, two of
the most exciting of all sporting re-
creations-deer-stalking and salmon-
fishing he may henceforward repose
himself upon the mountain-side, or by
the murmuring waters, with the happy
consciousness of having not only fol-
lowed the bent of his own inclinations,
but contributed to the amusement and
instruction of a numerous class of his
fellow creatures. The present volume
consists of no dry didactic disserta-
tions on an art unteachable by writ-
ten rules, and in which, without long
and often dear bought experience,
neither precept nor example will avail;
but it contains a sufficiency of saga-
cious practical advice, and is enlivened
by the narration of numerous angling
adventures, which bring out, with force
and spirit, the essential character of
the sport in question.
Great advances have been recently
made in our knowledge of the sea-go-
ing Salmonida. Indeed, all the lead-
ing facts of primary importance in the
history of their first development and
final growth are now distinctly known,
and have lately been laid before the
public in the form both of original
memoirs in our scientific journals, and
the transactions of learned societies,
and o",1,0.9944411516189576,blackwood_v54_1843_inu-30000080771417-1746739784.txt,iew and one which abounds with practical information regarding the bolder branches of the gentle art mr scrope conveys to us in an agree able and lively manner the results of his more than twenty years experience as an angler in our great border river and having now successfully illustrat ed both with pen and pencil two of the most exciting of all sporting re creationsdeerstalking and salmon fishing he may henceforward repose himself upon the mountainside or by the murmuring waters with the happy consciousness of having not only fol lowed the bent of his own inclinations but contributed to the amusement and instruction of a numerous class of his fellow creatures the present volume consists of no dry didactic disserta tions on an art unteachable by writ ten rules and in which without long and often dear bought experience neither precept nor example will avail but it contains a sufficiency of saga cious practical advice and is enlivened by the narration of numerous angling adventures which bring out with force and spirit the essential character of the sport in question great advances have been recently made in our knowledge of the seago ing salmonida indeed all the lead ing facts of primary importance in the history of their first development and final growth are now distinctly known and have lately been laid before the public in the form both of original memoirs in our scientific journals and the transactions of learned societies and o,fishery,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,"sea, river",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
249," clock
struck twelve on the Saturday night
preceding.
""As salmon"" our author continues,
VOL. LIV. NO. CCCXXXIII.
""are supposed to enter a river merely
for the purposes of spawning, and as
that process does not take place till Sep-
tember, one cannot well account for
their appearing in the Tweed and else-
where so early as February and March,
seeing that they lose in weight and con-
dition during their continuance in fresh
water. Some think it is to get rid of
the sea-louse; but this supposition must
be set aside, when it is known that this
insect adheres only to a portion of the
dition. I think it more probable that
newly-run fish which are in best con-
they are driven from the coasts near the
river by the numerous enemies they en-
counter there, such as porpoises and
seals, which devour them in great quan-
tities. However this may be, they re
main in the fresh water till the spawn-
ing months commence.”—P. 10.
We cannot think that a great in-
stinctive movement which seems,
although with a widely extended
range in respect to time, to pervade
the entire mass of salmon along our
universal shores, should in any way
depend upon so casual an occurrence
as an onslaught by seals and por-
poises, or that fear rather than love
should force them to seek the "" pas-
toral melancholy"" of the upper
streams and tributaries. That seals
are destructive to salmon, and all
other fishes which frequent our shores
or enter our estuaries, is undoubted;
but we have no proof beyond the ge-
neral all",1,0.9952496886253356,blackwood_v54_1843_inu-30000080771417-1746739784.txt,clock struck twelve on the saturday night preceding as salmon our author continues vol liv no cccxxxiii are supposed to enter a river merely for the purposes of spawning and as that process does not take place till sep tember one cannot well account for their appearing in the tweed and else where so early as february and march seeing that they lose in weight and con dition during their continuance in fresh water some think it is to get rid of the sealouse but this supposition must be set aside when it is known that this insect adheres only to a portion of the dition i think it more probable that newlyrun fish which are in best con they are driven from the coasts near the river by the numerous enemies they en counter there such as porpoises and seals which devour them in great quan tities however this may be they re main in the fresh water till the spawn ing months commencep 10 we cannot think that a great in stinctive movement which seems although with a widely extended range in respect to time to pervade the entire mass of salmon along our universal shores should in any way depend upon so casual an occurrence as an onslaught by seals and por poises or that fear rather than love should force them to seek the pas toral melancholy of the upper streams and tributaries that seals are destructive to salmon and all other fishes which frequent our shores or enter our estuaries is undoubted but we have no proof beyond the ge neral all,taxonomy,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,"sea, river",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=river&sz=25&start=1&sort=seq&hl=true,blackwood
250,"egation, that porpoises pur-
sue a corresponding prey. Our own
researches certainly lead to an oppo-
site conclusion. The ordinary food
of the cetacea, notwithstanding their
enormous bulk, is minute in size; and
we have never been informed, on good
authority-that is, on direct testimony
that even herrings have ever been
detected in the stomach of a porpoise.
Yet we have careful notes of the dis-
section of these creatures, taken from
specimens slaughtered in the midst of
millions of herrings; and these notes
show that the minute food with which
the sea was swarming, and which
formed the sustenance for the time of
the smaller fishes, also constituted the
food of the cetacea, which were
merely gamboling through the herring
shoals.
It is certainly, however, difficult to
explain the motives by which the
early spring salmon are actuated in
ascending rivers, seeing that they
F


## p. 82 (#108) #############################################

82
[July,
Scrope on Salmon Fishing.
never spawn till autumn at the soon-
est. We must remember, at the
same time, that they are fresh-water
fishes, born and bred in our own
translucent streams, and that they
have an undoubted right to endeavour
to return there when it suits their
own inclination. It may be, that al-
though the ocean forms their favour-
ite feeding-ground, and their increase
of size and continuance in high con-
dition depend upon certain marine
attributes, which, of course, they can
find only in the sea, yet the healthy
developm",1,0.9942759871482848,blackwood_v54_1843_inu-30000080771417-1746739784.txt,egation that porpoises pur sue a corresponding prey our own researches certainly lead to an oppo site conclusion the ordinary food of the cetacea notwithstanding their enormous bulk is minute in size and we have never been informed on good authoritythat is on direct testimony that even herrings have ever been detected in the stomach of a porpoise yet we have careful notes of the dis section of these creatures taken from specimens slaughtered in the midst of millions of herrings and these notes show that the minute food with which the sea was swarming and which formed the sustenance for the time of the smaller fishes also constituted the food of the cetacea which were merely gamboling through the herring shoals it is certainly however difficult to explain the motives by which the early spring salmon are actuated in ascending rivers seeing that they f p 82 108 82 july scrope on salmon fishing never spawn till autumn at the soon est we must remember at the same time that they are freshwater fishes born and bred in our own translucent streams and that they have an undoubted right to endeavour to return there when it suits their own inclination it may be that al though the ocean forms their favour ite feedingground and their increase of size and continuance in high con dition depend upon certain marine attributes which of course they can find only in the sea yet the healthy developm,taxonomy,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,"ocean, sea",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
251,"ent of the spawn requires a
long-continued residence in running
waters. We have ascertained, by
experiment, that the ova of salmon,
after being deposited, will make no
progress in still water; and we can-
not illustrate this portion of the sub-
ject better than by transcribing a
paragraph from a letter, addressed to
us in spring, (11th April 1843,) by
Mr Andrew Young of Invershin, the
manager of the Duke of Sutherland's
extensive salmon fisheries in the north
of Scotland:-""You are aware that
it has been asserted by some of our
wisest doctors, that salmon spawn in
the sea and in lochs, as well as in
rivers. However, as doctors are pro-
verbially allowed to differ, I have
this winter been trying to test the
fact in the following manner: At the
same time that I deposited the spawn
from which I made my other expe-
riments, I also placed a basket of the
same spawn, with equal care, in a
pool of pure still water from the river
Shin; and I soon found that, while
that which was placed in the running
pools was regularly progressing, every
particle put into the still water was as
visibly degenerating, so that, by the
time the spawn in the running pools
was alive, that in the still water was
a rotten mass. I must therefore say,
from the above experiment, that rivers
and running streams are the places
fixed by nature for salmon to batch
their young."" ""I would also,"" says
our correspondent in a subsequent
portion of his letter, ""mention an
additional experiment on another
point. It has be",1,0.9916163086891174,blackwood_v54_1843_inu-30000080771417-1746739784.txt,ent of the spawn requires a longcontinued residence in running waters we have ascertained by experiment that the ova of salmon after being deposited will make no progress in still water and we can not illustrate this portion of the sub ject better than by transcribing a paragraph from a letter addressed to us in spring 11th april 1843 by mr andrew young of invershin the manager of the duke of sutherlands extensive salmon fisheries in the north of scotlandyou are aware that it has been asserted by some of our wisest doctors that salmon spawn in the sea and in lochs as well as in rivers however as doctors are pro verbially allowed to differ i have this winter been trying to test the fact in the following manner at the same time that i deposited the spawn from which i made my other expe riments i also placed a basket of the same spawn with equal care in a pool of pure still water from the river shin and i soon found that while that which was placed in the running pools was regularly progressing every particle put into the still water was as visibly degenerating so that by the time the spawn in the running pools was alive that in the still water was a rotten mass i must therefore say from the above experiment that rivers and running streams are the places fixed by nature for salmon to batch their young i would also says our correspondent in a subsequent portion of his letter mention an additional experiment on another point it has be,taxonomy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,"sea, river",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
252,"en very generally
asserted that intense frost injured the
spawn of salmon; and in this opinion
I was myself, in some measure, a be-
liever. But as nothing but truth will
stand a proper test, I turned my at-
tention to this subject also. During
the time of our severest frost, I
took a basket of spawn, and placed
it in a stream, where for three
days it continued a frozen mass
among the ice. I then placed the
basket again in the running pond
from whence it had been taken, and
carefully watched the effect. I found
that, although the exposure to extreme
cold had somewhat retarded the pro-
gressive growth, it had not in the
slightest degree destroyed vitality. I
am therefore satisfied, that unless
frost goes the length of drying up
the spawning beds altogether, it does
not harm the spawn, further than by
retarding its growth during the actual
continuance of excessive cold. Thus
fry are longer of hatching in a severe
winter, than during an open one with
little frost.""
When salmon first ascend the
Tweed, they are brown upon the
back, fat, and in high condition.
During the prevalence of cold weather
they lie in deep and easy water, but
as the season advances, they draw
into the great rough streams, taking
up their stations where they are likely
to be least observed. But there the
wily wand of the practised angler
casts its gaudy lure, and "" Kinmont
Willie,"" Michael Scott,"" or ""The
Lady of Mertoun,"" (three killing flies,)
darting deceitfully within their view,
a sudden lounge is made-s",1,0.9923276305198668,blackwood_v54_1843_inu-30000080771417-1746739784.txt,en very generally asserted that intense frost injured the spawn of salmon and in this opinion i was myself in some measure a be liever but as nothing but truth will stand a proper test i turned my at tention to this subject also during the time of our severest frost i took a basket of spawn and placed it in a stream where for three days it continued a frozen mass among the ice i then placed the basket again in the running pond from whence it had been taken and carefully watched the effect i found that although the exposure to extreme cold had somewhat retarded the pro gressive growth it had not in the slightest degree destroyed vitality i am therefore satisfied that unless frost goes the length of drying up the spawning beds altogether it does not harm the spawn further than by retarding its growth during the actual continuance of excessive cold thus fry are longer of hatching in a severe winter than during an open one with little frost when salmon first ascend the tweed they are brown upon the back fat and in high condition during the prevalence of cold weather they lie in deep and easy water but as the season advances they draw into the great rough streams taking up their stations where they are likely to be least observed but there the wily wand of the practised angler casts its gaudy lure and kinmont willie michael scott or the lady of mertoun three killing flies darting deceitfully within their view a sudden lounge is mades,biology,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,"pond, stream",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=pond&sz=25&start=1&sort=seq&hl=true,blackwood
261,"e so;
and yet, during suitable weather in the
summer season, they are sometimes seen
springing along with all the grace and
agility of a troop of voltigeurs. Their
object of course is to rest themselves for
a short time, before leaping into the
second range from the ground floor.
But this innocent intention is too often
interfered with; for a sharp-sighted
Highlander, stationed on the bank
above, immediately descends with
landing-net in hand, and scoops them
out of their natural caldron, with a
view to their being speedily transfer-
red to another of more artificial struc-
ture the chief difference, however,
consisting in the higher temperature
of the water.
""Salmon,"" says Mr Scrope,"" are led
by instinct to select such places for de-
positing their spawn as are the least
likely to be affected by the floods.
These are the broad parts of the river,
where the water runs swift and shallow,
and has a free passage over an even bed.
There they either select an old spawn-
ing place, a sort of trough left in the
channel, or form a fresh one. They are
not fond of working in new loose chan-
nels, which would be liable to be remov-
ed by a slight flood, to the destruction
of their spawn. The spawning bed is
made by the female. Some have fan-
cied that the elongation of the lower
jaw in the male, which is somewhat in
the form of a crook, is designed by na-
ture to enable him to excavate the
spawning trough. Certainly it is diffi-
cult to divine what may be the use of
vation has proved tha",1,0.993204951286316,blackwood_v54_1843_inu-30000080771417-1746739784.txt,e so and yet during suitable weather in the summer season they are sometimes seen springing along with all the grace and agility of a troop of voltigeurs their object of course is to rest themselves for a short time before leaping into the second range from the ground floor but this innocent intention is too often interfered with for a sharpsighted highlander stationed on the bank above immediately descends with landingnet in hand and scoops them out of their natural caldron with a view to their being speedily transfer red to another of more artificial struc ture the chief difference however consisting in the higher temperature of the water salmon says mr scrope are led by instinct to select such places for de positing their spawn as are the least likely to be affected by the floods these are the broad parts of the river where the water runs swift and shallow and has a free passage over an even bed there they either select an old spawn ing place a sort of trough left in the channel or form a fresh one they are not fond of working in new loose chan nels which would be liable to be remov ed by a slight flood to the destruction of their spawn the spawning bed is made by the female some have fan cied that the elongation of the lower jaw in the male which is somewhat in the form of a crook is designed by na ture to enable him to excavate the spawning trough certainly it is diffi cult to divine what may be the use of vation has proved tha,natural history,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,river,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=river&sz=25&start=1&sort=seq&hl=true,blackwood
262,"t this idea is a
this very ugly excrescence; but obser-
fallacy, and that the male never assists
in making the spawning place: and,
indeed, if he did so he could not possi-
bly make use of the elongation in ques-
tion for that purpose, which springs
from the lower jaw, and bends inwards
towards the throat. When the female
commences making her spawning bed,
she generally comes after sunset, and
goes off in the morning; she works up
the gravel with her snout, her head
pointing against the stream, as my
fisherman has clearly and unequivocally
witnessed, and she arranges the position
of the loose gravel with her tail. When
this is done, the male makes his appear-
ance in the evenings, according to the
usage of the female. He then remains
close by her, on the side on which the
water is deepest.”—P. 15. '
During this crisis trout collect be-
low to devour such portions of the
spawn as float down the river, and
parr are frequently seen hovering in
and around the trough. All these
parr are salmon fry of the male sex,
in a state of maturity; and if the old
gentleman chances to be killed, or
driven away, without having provided
an assistant and successor, the ""two-
year-olds"" perform the functions of
paternity. This circumstance, though
overlooked by modern naturalists till
the days of Shaw, (not the old com-
piling doctor of the British Museum,
but the more practical ""keeper"" of
Drumlanrig,) was known and describ-
ed by Willoughby in the seventeenth
century. ""To demonstrate the fact,""",1,0.993195652961731,blackwood_v54_1843_inu-30000080771417-1746739784.txt,t this idea is a this very ugly excrescence but obser fallacy and that the male never assists in making the spawning place and indeed if he did so he could not possi bly make use of the elongation in ques tion for that purpose which springs from the lower jaw and bends inwards towards the throat when the female commences making her spawning bed she generally comes after sunset and goes off in the morning she works up the gravel with her snout her head pointing against the stream as my fisherman has clearly and unequivocally witnessed and she arranges the position of the loose gravel with her tail when this is done the male makes his appear ance in the evenings according to the usage of the female he then remains close by her on the side on which the water is deepestp 15 during this crisis trout collect be low to devour such portions of the spawn as float down the river and parr are frequently seen hovering in and around the trough all these parr are salmon fry of the male sex in a state of maturity and if the old gentleman chances to be killed or driven away without having provided an assistant and successor the two yearolds perform the functions of paternity this circumstance though overlooked by modern naturalists till the days of shaw not the old com piling doctor of the british museum but the more practical keeper of drumlanrig was known and describ ed by willoughby in the seventeenth century to demonstrate the fact,natural history,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,"river, stream",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=river&sz=25&start=1&sort=seq&hl=true,blackwood
265,"scending to the sea; and it is only a
supposition, as I have no proof of the
fact, and have never heard it suggested
by any one. But if I should be right,
it will clear up some things that cannot
well be accounted for in any other mode.
For instance, in the month of March
1841, Mr Yarrell informs me that he
found a young salmon in the London
market, and which he has preserved in
spirits, measuring only fifteen inches
long, and weighing only fifteen ounces.
And again another, the following April,
sixteen and a half inches long, weighing
twenty-four ounces. Now, one of these
appeared two months, and the other a
month, before the usual time when the
fry congregate. According to the re-
ceived doctrine, therefore, these animals
were two of the migration of the pre-
ceding year; and thus it must neces-
sarily follow that they remained in salt
water, one ten, and the other eleven
months, with an increase of growth so
small as to be irreconcilable with the
proof we have of the growth of the
grilse and salmon during their residence
in salt water.”—P. 36.
We are not entirely of Mr Scrope's
opinion, that some salmon fry are de-
scending to the sea during every month
of the year; at least, we do not con-
ceive that this forms a part of their
regular rotation. But the nature of
the somewhat anomalous individuals
alluded to by Mr Yarrell, may be
better understood from the following
considerations. Although it is an
undoubted fact that the great portion
of parr descend together to the sea,",1,0.9910374879837036,blackwood_v54_1843_inu-30000080771417-1746739784.txt,scending to the sea and it is only a supposition as i have no proof of the fact and have never heard it suggested by any one but if i should be right it will clear up some things that cannot well be accounted for in any other mode for instance in the month of march 1841 mr yarrell informs me that he found a young salmon in the london market and which he has preserved in spirits measuring only fifteen inches long and weighing only fifteen ounces and again another the following april sixteen and a half inches long weighing twentyfour ounces now one of these appeared two months and the other a month before the usual time when the fry congregate according to the re ceived doctrine therefore these animals were two of the migration of the pre ceding year and thus it must neces sarily follow that they remained in salt water one ten and the other eleven months with an increase of growth so small as to be irreconcilable with the proof we have of the growth of the grilse and salmon during their residence in salt waterp 36 we are not entirely of mr scropes opinion that some salmon fry are de scending to the sea during every month of the year at least we do not con ceive that this forms a part of their regular rotation but the nature of the somewhat anomalous individuals alluded to by mr yarrell may be better understood from the following considerations although it is an undoubted fact that the great portion of parr descend together to the sea,taxonomy,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
267,"rate in a more sneaking
sort of way during summer. They
are non-intrusionists, who have at first
refused to sign the terms of the Con-
vocation; but finding themselves even-
tually rather out of their element, on
the wrong side of the cruive dyke, and
not wishing to fall as fry into the
cook's hands, have sea-ceded some
time after the disruption of their Gene-
ral Assembly.
66
Even those smolts which descend
together in April and May, (the chief
periods of migration,) do not agree in
size. Many are not half the length
of others, although all have assumed
the silvery coat. I had, last April,""
Mr Young informs us in a letter of
3d June 1843, ""upwards of fifty of
them in a large bucket of water, for
the purpose of careful and minute ex-
amination of size, &c., when I found
a difference of from three and a half
to six inches-the smallest having the
same silvery coat as the largest. We
cannot at all wonder at this difference,
as it is a fact that the spawn even of
the same fish exhibits a disparity in
its fry as soon as hatched, which con-
tinues in all the after stages.
though the throng of our smolts de-
scend in April and May, we have
smolts descending in March, and as
late in the season as August, which
lapse of time agrees with the continu-
ance of our spawning season. But in
all these months we have an equal
Al-
proportion (that is, a corresponding
mixture) of large and small smolts.
I have earnestly searched for smolts
in the winter months, year after year,
and I can only s",1,0.9941325783729552,blackwood_v54_1843_inu-30000080771417-1746739784.txt,rate in a more sneaking sort of way during summer they are nonintrusionists who have at first refused to sign the terms of the con vocation but finding themselves even tually rather out of their element on the wrong side of the cruive dyke and not wishing to fall as fry into the cooks hands have seaceded some time after the disruption of their gene ral assembly 66 even those smolts which descend together in april and may the chief periods of migration do not agree in size many are not half the length of others although all have assumed the silvery coat i had last april mr young informs us in a letter of 3d june 1843 upwards of fifty of them in a large bucket of water for the purpose of careful and minute ex amination of size c when i found a difference of from three and a half to six inchesthe smallest having the same silvery coat as the largest we cannot at all wonder at this difference as it is a fact that the spawn even of the same fish exhibits a disparity in its fry as soon as hatched which con tinues in all the after stages though the throng of our smolts de scend in april and may we have smolts descending in march and as late in the season as august which lapse of time agrees with the continu ance of our spawning season but in all these months we have an equal al proportion that is a corresponding mixture of large and small smolts i have earnestly searched for smolts in the winter months year after year and i can only s,smoltification,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
268,"ay that I have never
seen one, although I have certainly
tried every possible means to find
them. I have seen fish spawning
through the course of six months, and
I have seen smolts descending through
the same length of time. Our return
of grilses, too, exactly corresponds
with this statement. Thus a few de-
scending March smolts give a few as-
cending May grilses; while our April
and May swarms of smolts yield our
hordes of grilse in June and July.
After July, grilses decrease in numbers
till October, in proportion to the fall-
ing off of smolts from May to August.
At least these are my observations in
our northern streams."" They are
observations of great value, and it is
only by gathering together similar
collections of facts from various quar-
ters, that we can ultimately attain to a
clear and comprehensive knowledge
of the whole subject.
We gather from our most recent
correspondence with Mr Shaw, (Let-
ter of 8th June 1843,) that he does
not regard the range in the spawning
period to be followed by a correspond-
ing range in the departure of smolts
towards the sea, and in their return
from it as grilse. He has found a
considerable diversity of time in the
assumption of the silvery coating even
among individuals of the very same
family. ""I do not,"" he observes,
""recollect an instance where there
were not individuals of each brood
reared in my ponds, which assumed
the migratory coating several weeks
before the brood in general had done
so; and these individuals would have
mi",1,0.994135081768036,blackwood_v54_1843_inu-30000080771417-1746739784.txt,ay that i have never seen one although i have certainly tried every possible means to find them i have seen fish spawning through the course of six months and i have seen smolts descending through the same length of time our return of grilses too exactly corresponds with this statement thus a few de scending march smolts give a few as cending may grilses while our april and may swarms of smolts yield our hordes of grilse in june and july after july grilses decrease in numbers till october in proportion to the fall ing off of smolts from may to august at least these are my observations in our northern streams they are observations of great value and it is only by gathering together similar collections of facts from various quar ters that we can ultimately attain to a clear and comprehensive knowledge of the whole subject we gather from our most recent correspondence with mr shaw let ter of 8th june 1843 that he does not regard the range in the spawning period to be followed by a correspond ing range in the departure of smolts towards the sea and in their return from it as grilse he has found a considerable diversity of time in the assumption of the silvery coating even among individuals of the very same family i do not he observes recollect an instance where there were not individuals of each brood reared in my ponds which assumed the migratory coating several weeks before the brood in general had done so and these individuals would have mi,taxonomy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
270,"arr, to which we have already
alluded as occasionally met with in
rivers, and which we regard as young
salmon remaining (and in this forming
exceptions to the normal rule) in fresh
water throughout their third year,
Mr Shaw, whose opinion we requested
on the subject, coincides with us in
thinking, ""would, in all probability,
be the first to quit the river after so
long a residence there, when the sea-
son of migration approached. These,
however, are not the only individuals
of their kind which leave the river for
the sea long before the month of
May."" A difference in the period of
deposition will assuredly cause a dif-
ference in the period of hatching, and
in this we agree with Mr Scrope;
but we think that a late spawning,
having the advantage of a higher
temperature as the result of a more
genial season, will be followed by a
more rapid development, and so the
difference will not be so great, nor
expanded over so many months, as
that gentlemen supposes. Finally, the
vagrant summer smolts, to which we
have before alluded, may consist of
that small number of anomalous fry,
which we know to assume the migra-
tory dress and instinct soon after the
completion of their first year.
Although the excellence of a sal-
mon's condition is derived from the
sea, and all its increase of weight is
gained there, yet few of these fish
remain for any considerable length of
time in marine waters. By a wonder-
ful, and to us most beneficial instinct,
they are propelled to revisit their an-
cest",1,0.9935187101364136,blackwood_v54_1843_inu-30000080771417-1746739784.txt,arr to which we have already alluded as occasionally met with in rivers and which we regard as young salmon remaining and in this forming exceptions to the normal rule in fresh water throughout their third year mr shaw whose opinion we requested on the subject coincides with us in thinking would in all probability be the first to quit the river after so long a residence there when the sea son of migration approached these however are not the only individuals of their kind which leave the river for the sea long before the month of may a difference in the period of deposition will assuredly cause a dif ference in the period of hatching and in this we agree with mr scrope but we think that a late spawning having the advantage of a higher temperature as the result of a more genial season will be followed by a more rapid development and so the difference will not be so great nor expanded over so many months as that gentlemen supposes finally the vagrant summer smolts to which we have before alluded may consist of that small number of anomalous fry which we know to assume the migra tory dress and instinct soon after the completion of their first year although the excellence of a sal mons condition is derived from the sea and all its increase of weight is gained there yet few of these fish remain for any considerable length of time in marine waters by a wonder ful and to us most beneficial instinct they are propelled to revisit their an cest,taxonomy,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,"sea, river",https://babel.hathitrust.org/cgi/pt/search?id=inu.30000080771417&q1=sea&sz=25&start=1&sort=seq&hl=true,blackwood
